id,name,brief,desc
9116,Isabella·Ich misch mich nicht ein,Chat Emoji,Isabella「Ich mische mich nicht ein」Chat Emoji
7124,Herbstblatt,Kostüm,Gianas Kostüm Herbstblatt
7125,Spiegelbild,Kostüm,Lucifals Kostüm Spiegelbild
7126,Innige Liebe,Kostüm,Angels Kostüm Innige Liebe
27126,Innige Liebe,Kostüm,Angels Kostüm Innige Liebe
7127,Bubble-Gentlemen,Kostüm,Feneks Kostüm Bubble-Gentlemen
27127,Bubble-Gentlemen,Kostüm,Feneks Kostüm Bubble-Gentlemen
180,Zauberstab,Eventmaterial,"Eventmaterial: Wird für das Event ""Zauberkarte"" verwendet."
4102007,6-Sterne-Puppe-Auswahlbox,Auswahlbox,"Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Geister-, Menschen-, Monster- oder Feenpuppe (6-Sterne)."
4102008,6-Sterne-Puppe-Auswahlbox,Auswahlbox,Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Dämonen- oder Engelspuppe (6-Sterne).
8047,Spiegel der Zeit,Avatarbildrahmen,Kann durch den Kauf des Schwarzgoldpasses während des 4. Dampffestivals erhalten werden
7128,Rosa Braut,Kostüm,Anastasias Kostüm Rosa Braut
27128,Rosa Braut,Kostüm,Anastasias Kostüm Rosa Braut
181,Unterstützungszettel,Eventitem,"Eventitem, das während des Events ""Yume Sportfest"" für Wetten beim Schaukampf verwendet werden kann. Nach dem Ende des Events wird es automatisch gegen Münzen eingetauscht."
7129,Himmlische Rhapsodie,Kostüm,Gabriels Kostüm Himmlische Rhapsodie
27129,Himmlische Rhapsodie,Kostüm,Gabriels Kostüm Himmlische Rhapsodie
52014,Ronja,,
652021,Ronja,,
752014,Ronja,,
930191,5-Sterne Ronja,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
4201001,Ressourcenauswahlbox,Auswahlbox,"Wertvolle Schatzkiste. Wähle und erhalte eine von den folgenden Belohnungen:「Münze *8M, EXP Saft *8M, Kristallmeißel *6600, Brotdose *6600, Diener-Keks *4000, Spirit-Keks *500」"
4201002,Ressourcenauswahlbox,Auswahlbox,"Wertvolle Schatzkiste. Wähle und erhalte eine von den folgenden Belohnungen:「Münze *15M, EXP Saft *15M, Kristallmeißel *12500, Brotdose *12500, Diener-Keks *7500, Spirit-Keks *1000」"
4301001,Kostümauswahlbox,Auswahlbox,"Wertvolle Schatzkiste. Wähle und erhalte eines der folgenden Kostüme:「Baseballstar *1, Sprinterin*1, Elegante Dame *1, Sommerlust*1, Kostüm Ticket*100」"
20001042,Ronjas limitierter Avatar,Spezieller Avatar,Ronjas limitierter Avatar. Willst du mit mir wetten?
20001043,Halloweenbonbon,Spezieller Avatar,Avater zu Halloween 2020
182,Kürbisdolch,Eventmaterial,"Eventmaterial: Wird für das Event ""Halloween Kürbisfeld"" verwendet."
7130,Mitternachtskatze,Kostüm,Krystals Kostüm Mitternachtskatze
27130,Mitternachtskatze,Kostüm,Krystals Kostüm Mitternachtskatze
7131,Seelenbesitzerin,Kostüm,Odannas Halloween-Kostüm
27131,Seelenbesitzerin,Kostüm,Odannas Halloween-Kostüm
6707,Heiliges Licht,Antiquität,
6708,Heiliges Licht,Antiquität,
6709,Heiliges Licht,Antiquität,
6710,Heiliges Licht,Antiquität,
6711,Heiliges Licht,Antiquität,
6712,Heiliges Licht,Antiquität,
4201003,Ressourcenauswahlbox,Auswahlbox,"Wertvolle Schatzbox. Wähle und erhalte eine der folgenden Belohnungen: Münze *25M, EXP-Saft *25M, Kristallmeißel *20000, Brotdose *20000."
940047,10-Sterne Geisterpuppe,Puppe beschwören,"Sammle 50 Fragmente, um 10-Sterne Puppe der Geister-Fraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940048,10-Sterne Menschenpuppe,Puppe beschwören,"Sammle 50 Fragmente, um 10-Sterne Puppe der Menschen-Fraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940049,10-Sterne Monsterpuppe,Puppe beschwören,"Sammle 50 Fragmente, um 10-Sterne Puppe der Monster-Fraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940050,10-Sterne Feenpuppe,Puppe beschwören,"Sammle 50 Fragmente, um 10-Sterne Puppe der Feen-Fraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940051,10-Sterne Dämonenpuppe,Puppe beschwören,"Sammle 50 Fragmente, um 10-Sterne Puppe der Dämonen-Fraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
940052,10-Sterne Engelspuppe,Puppe beschwören,"Sammle 50 Fragmente, um 10-Sterne Puppe der Engel-Fraktion zu beschwören.\nDie Puppe dient als Material für das Erwecken und Weiterentwickeln der Mädchen."
7132,Kürbisüberraschung,Kostüm,Ronjas Kostüm zu Halloween
27132,Kürbisüberraschung,Kostüm,Ronjas Kostüm zu Halloween
4101005,Mädchenauswahlbox (Halloween),Auswahlbox,"Wertvolle Schatzbox: Wähle und erhalte eine der folgenden Belohnungen: 5-Sterne Dracula-Fragment *50, 5-Sterne Minos-Fragment *50, 5-Sterne Mädchen-Fragment *50."
4302001,Kostümauswahlbox (Halloween),Auswahlbox,"Wertvolle Schatzbox. Wähle und erhalte eine der folgenden Belohnungen: Hexenanzug *1 (Dracula), Süßes oder Saures *1 (Minos), Kostüm Ticket *120."
1167,Kriegerschwert,Waffen,
2167,Kriegerrüstung,Oberteil,
3167,Kriegerhelm,Schmuck,
4167,Krieger-Beinschienen,Unterteil,
1267,Magier-Zauberstab,Waffen,
2267,Magier-Robe,Oberteil,
3267,Magier-Krone,Schmuck,
4267,Magier-Stiefel,Unterteil,
1367,Langbogen,Waffen,
2367,Ranger-Mantel,Oberteil,
3367,Ranger-Köcher,Schmuck,
4367,Ranger-Boots,Unterteil,
1467,Mörder-Dolch,Waffen,
2467,Mörder-Haube,Oberteil,
3467,Mörder-Ring,Schmuck,
4467,Mörder-Schuhe,Unterteil,
1567,Priester-Trank,Waffen,
2567,Priester-Robe,Oberteil,
3567,Priester-Kreuz,Schmuck,
4567,Priester-Schuhe,Unterteil,
1168,Kriegerschwert,Waffen,
2168,Kriegerrüstung,Oberteil,
3168,Kriegerhelm,Schmuck,
4168,Krieger-Beinschienen,Unterteil,
1268,Magier-Zauberstab,Waffen,
2268,Magier-Robe,Oberteil,
3268,Magier-Krone,Schmuck,
4268,Magier-Stiefel,Unterteil,
1368,Langbogen,Waffen,
2368,Ranger-Mantel,Oberteil,
3368,Ranger-Köcher,Schmuck,
4368,Ranger-Boots,Unterteil,
1468,Mörder-Dolch,Waffen,
2468,Mörder-Haube,Oberteil,
3468,Mörder-Ring,Schmuck,
4468,Mörder-Schuhe,Unterteil,
1568,Priester-Trank,Waffen,
2568,Priester-Robe,Oberteil,
3568,Priester-Kreuz,Schmuck,
4568,Priester-Schuhe,Unterteil,
1169,Kriegerschwert,Waffen,
2169,Kriegerrüstung,Oberteil,
3169,Kriegerhelm,Schmuck,
4169,Krieger-Beinschienen,Unterteil,
1269,Magier-Zauberstab,Waffen,
2269,Magier-Robe,Oberteil,
3269,Magier-Krone,Schmuck,
4269,Magier-Stiefel,Unterteil,
1369,Langbogen,Waffen,
2369,Ranger-Mantel,Oberteil,
3369,Ranger-Köcher,Schmuck,
4369,Ranger-Boots,Unterteil,
1469,Mörder-Dolch,Waffen,
2469,Mörder-Haube,Oberteil,
3469,Mörder-Ring,Schmuck,
4469,Mörder-Schuhe,Unterteil,
1569,Priester-Trank,Waffen,
2569,Priester-Robe,Oberteil,
3569,Priester-Kreuz,Schmuck,
4569,Priester-Schuhe,Unterteil,
183,Metall-Lager,Eventmaterial,"Spezielles Material, das beim Event ""Ausrüstungs-Auflevelparty"" gegen Items eingetauscht werden kann."
184,Fragment des Meteorits,Eventmaterial,"Spezielles Material, das beim Event ""Ausrüstungs-Auflevelparty"" durch Tausch erhältlich ist und mit dem man während des Events das Rüstungsset aufleveln kann."
7061,Süßes oder Saures,Kostüm,Minos Kostüm Süßes oder Saures
27061,Süßes oder Saures,Kostüm,Minos Kostüm Süßes oder Saures
7133,Liebesgericht,Kostüm,Lucifals Kostüm Liebesgericht
21733,Liebesgericht,Kostüm,Lucifals Kostüm Liebesgericht
185,Erkundungsschein,Eventmaterial,"Eventmaterial: Kann für das Event ""Schulerkundung"" verwendet werden, um neue Erkundungsprojekte freizuschalten."
1100007,Nacht in der Schule,Möbel,Es ist eine stille Nacht. Schlaf gut und träume was Schönes.
20001044,Avatar zu Thanksgiving,Spezieller Avatar,Limitierter Avatar zu Thanksgiving 2020
4101006,Auswahlbox zu Thanksgiving,Auswahlbox,"Nach dem Öffnen kannst du dir Geister, Menschen, Monster oder Feen 5-Sterne Mädchen-Fragmente *50 als Belohnung aussuchen. (Nachdem du die Box bekommen hast, werden sich die Belohnungen nicht mehr ändern.)"
186,Rosa Ballon,Eventmaterial,"Eventmaterial: Kann für das Event ""Bunte Ballons"" verwendet werden."
7134,Mafia-Lady,Kostüm,Isabellas Kostüm Mafia-Lady
27134,Mafia-Lady,Kostüm,Isabellas Kostüm Mafia-Lady
20001045,Vivians limitierter Avatar,Spezieller Avatar,Vivians limitierter Avatar. Wünsche dir den Segen der Sterne!
930192,5-Sterne Vivian,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
51013,Vivian,,
651020,Vivian,,
751013,Vivian,,
27124,Herbstblatt,Kostüm,Gianas Kostüm Herbstblatt
27125,Spiegelbild,Kostüm,Lucifals Kostüm Spiegelbild
930193,5-Sterne Joan,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
54013,Joan,,
654020,Joan,,
754013,Joan,,
187,Rekrutierungsmünze,Eventmaterial,"Kann fürs Event ""Sonder-Rekrutierung"" verwendet werden"
188,Sonder-Tauschgutschein,Event Material,"Spezielles Material, das gegen Items eingetauscht werden kann"
20001046,Joans limitierter Avatar,Spezieller Avatar,Joans limitierter Avatar. Wünscht dir die ewige Existenz wie der Duft dieser Blume!
4201004,Normale Ressourcenauswahlbox,Auswahlbox,"Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Münze *180k, EXP Saft *180k, Kristallmeißel *150, Brotdose *150."
4402001,Auswahlbox von orang. Antiquitäten,Auswahlbox,"Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Schicksalskristall *1, Die Flügel des Ikarus *1, Dornenherz*1, Fusionsschirm *1, Zwillingsstäbe *1, Brennende Klinge *1, Illusions-Klingen *1, Steinklingen-Axt *1, Festlicher Zauberstab *1, Geistergewehr *1."
20001047,Avatar für 15-Sterne,Spezieller Avatar,Level ein Mädchen auf 15-Sterne auf
7135,Blaue Rose,Kostüm,Kratos Kostüm Blaue Rose
27135,Blaue Rose,Kostüm,Kratos Kostüm Blaue Rose
7136,Tokyo-Erinnerung,Kostüm,Ronjas Mafia-Kostüm
27136,Tokyo-Erinnerung,Kostüm,Ronjas Mafia-Kostüm
4101007,Auswahlbox von 5-Sterne Mädchen (1. Luvlys Inselreise),Auswahlbox,"Nach dem Öffnen kannst du dir ein Geister, Menschen, Monster oder Feen 5-Sterne-Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4101008,9-Sterne-Puppe-Auswahlbox,Auswahlbox,"Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Geister-, Menschen-, Monster- oder Feenpuppe (9-Sterne)."
4102009,Auswahlbox von 5-Sterne Mädchen (1. Luvlys Inselreise),Auswahlbox,"Nach dem Öffnen kannst du dir ein Dämonen oder Engel 5-Sterne-Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4201005,Normale Ressourcenauswahlbox,Auswahlbox,"Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Münze *20M, EXP Saft *20M, Brotdose *15K, Kristallmeißel *15K, Diener-Keks *15K, Spirit-Keks *3K."
4302002,Kostümauswahlbox (1. Inselreise),Auswahlbox,"Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eines der zur Wahl stehenden Kostüme aussuchen. (Tippe auf die Lupe oben rechts, um die Kostüme anzuschauen. Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern.)"
189,Steuer,Eventmaterial,"Eventmaterial: Kann für das Event ""Luvlys Inselreise"" verwendet werden."
190,Fernsteuer,Eventmaterial,"Eventmaterial: Kann für das Event ""Luvlys Inselreise"" verwendet werden."
7137,Billardspielerin,Kostüm,Leilas Kostüm Billardspielerin
27137,Billardspielerin,Kostüm,Leilas Kostüm Billardspielerin
7138,Dunkle Sägerin,Kostüm,Kratos Kostüm Dunkle Sägerin
27138,Dunkle Sägerin,Kostüm,Kratos Kostüm Dunkle Sägerin
192,Glücksbox zum Dampffestival,Ressourcen Box,"Nach dem Öffnen bekommst du eine zufällige Belohnung von Dias, Super Kapselmünzen, Lottoscheinen, Mädchen-Fragmenten, Ausbildungsmaterialien usw."
8048,Kupferuhr am Ofen,Avatarbildrahmen,Kann durch den Kauf des Schwarzgoldpasses während des 5. Dampffestivals erhalten werden
4201006,Normale Ressourcenauswahlbox,Auswahlbox,"Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Münze *4M, EXP Saft *4M, Brotdose *3K, Kristallmeißel *3K, Diener-Keks *3K, Spirit-Keks *600."
4403001,Exkl. orang. Antiquitätenbox,Auswahlbox,Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eine exklusive orangene Antiquität aussuchen. (Tippe auf die Lupe für mehr Details.)
191,Korallenzweig,Eventmaterial,"Eventmaterial: Kann für das Event ""Luvlys Inselreise"" verwendet werden."
930194,5-Sterne Uriel,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
56007,Uriel,,
656017,Uriel,,
756007,Uriel,,
930195,5-Sterne Izanami,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
55008,Izanami,,
655017,Izanami,,
755007,Izanami,,
7139,Weihnachtsgeschenk,Kostüm,Trinitys Kostüm Weihnachtsgeschenk
27139,Weihnachtsgeschenk,Kostüm,Trinitys Kostüm Weihnachtsgeschenk
4101009,5-Sterne Auswahlbox,Auswahlbox,"Nach dem Öffnen kannst du dir ein Geister, Menschen, Monster oder Feen 5-Sterne-Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4102010,5-Sterne Auswahlbox (Dämon/Engel),Auswahlbox,"Nach dem Öffnen kannst du dir ein Dämonen oder Engel 5-Sterne-Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
20001048,Limitierter Avatar von Uriel&Izanami,Spezieller Avatar,Limitierter Avatar von Uriel und Izanami. Morgengrauen oder Dämmerung... Messen wir mal ihre Kraft!
193,Schleife,Eventmaterial,"Eventmaterial: Kann für das Event ""Puppenhaus zu Weihnachten"" verwendet werden."
7140,Weihnachtself,Kostüm,Uriels Kostüm Weihnachtself
27140,Weihnachtself,Kostüm,Uriels Kostüm Weihnachtself
7141,Explosionsfeier,Kostüm,Izanamis Kostüm Explosionsfeier
27141,Explosionsfeier,Kostüm,Izanamis Kostüm Explosionsfeier
6713,Ewiges Morgengrauen,Antiquität,
6714,Ewiges Morgengrauen,Antiquität,
6715,Ewiges Morgengrauen,Antiquität,
6716,Ewiges Morgengrauen,Antiquität,
6717,Ewiges Morgengrauen,Antiquität,
6718,Ewiges Morgengrauen,Antiquität,
9117,Du bist böse,Chat Emoji,Weihnachten · Trinitys Chat Emoji
9118,Kneift dein Gesicht,Chat Emoji,Weihnachten · Esau&Jakobs Chat Emoji
9119,Schaulustiger...,Chat Emoji,Weihnachten · Uriels Chat Emoji
9120,Wie kannst du es wagen!,Chat Emoji,Weihnachten · Izanamis Chat Emoji
1110019,Computerstuhl 2,Möbel,Gaming-Stuhl. Du solltest aber nicht zu lange darauf sitzen~
1120001,Party-Boden,Möbel,Party time! Die Mädchen werden hier eine schöne Weihnachtsnacht verbringen~
1120002,Party-Wandteppich,Möbel,Ein spezielles Partyhaus für die Mädchen. Selbst der Wandteppich muss einzigartig sein.
1120003,Schneelandschaft,Möbel,Im Haus wird eine lebhafte Party veranstaltet und draußen rieselt leise der Schnee.
1120004,Rote Gardine,Möbel,Mit der roten Gardine ist die Party lebhafter geworden!
1120005,Weihnachtsbaum,Möbel,Der bunte Weihnachtebaum leuchtet. Viel Spaß!
1120006,Bonbonlokomotive,Möbel,Die Spielzeuglokomotive mit Bonbon und Eis ist wirklich interessant~
1120007,Bonbon-Abteil (grün),Möbel,Das mit Bonbon und Pfefferkuchen gefüllte Bonbonabteil fährt durch die lebhafte Party.
1120008,Bonbon-Abteil (blau),Möbel,Das mit Bonbon und Pfefferkuchen gefüllte Bonbonabteil fährt durch die lebhafte Party.
1120009,Gleise 1,Möbel,Fahre schnell mit deinen Bonbons~
1120010,Gleise 2,Möbel,Fahre schnell mit deinen Bonbons~
1120011,Gleise 3,Möbel,Fahre schnell mit deinen Bonbons~
1120012,Gleise 4,Möbel,Fahre schnell mit deinen Bonbons~
1120013,Nussknacker (rot),Möbel,Der Nussknacker wird die Mädchen schützen!
1120014,Nussknacker (blau),Möbel,Der Nussknacker wird die Mädchen schützen!
1120015,Runder Esstisch,Möbel,Auf dem runden Esstisch stellt man oft das Teegeschirr und den Kuchen.
1120016,Leuchter,Möbel,Lass uns den runden Esstisch etwas romantischer machen!
1120017,Teegeschirr,Möbel,Macht dich das Spiel müde? Komm und trink eine Tasse Tee.
1120018,Schaukel,Möbel,Welchem Mädchen wird es am Besten gefallen?
1120019,Weihnachtskuchen,Möbel,Schneide schnell den Kuchen um ihn mit den Mädchen zu teilen!
1120020,Pfefferkuchenhäuschen,Möbel,Ein Häuschen aus Pfefferkuchen. Schmieren wir Eis und Bonbons darauf und... wie süß!
1120021,Pfefferkuchen (grün),Möbel,Der Pfefferkuchen erinnert uns an die Sehnsucht nach unserer Familie!
1120022,Pfefferkuchen (rot),Möbel,Der Pfefferkuchen erinnert uns an die Sehnsucht nach unserer Familie!
1120023,Kinderbett,Möbel,"Nachdem die Party beendet wurde, träumen wir was Schönes in diesem Bett."
1120024,Bonbonbox,Möbel,Eine Box voller Bonbons! Sie wird allen gefallen~
1120025,Bonbonsack,Möbel,Ein Sack voller Bonbons! Sie wird allen gefallen~
1120026,Weihnachtsschneenacht,Möbel,"Der Schnee fällt, wenn Weihnachten naht. Die Familie setzt sich um dem Tisch. Frohe Weihnachten!"
20001049,Limitierter Avatar zu Weihnachten 2020,Spezieller Avatar,Limitierter Avatar zu Weihnachten 2020
8049,Weihnachtshirsch-Gruß,Avatarbildrahmen,Weihnachtsevent 2020
194,Geweihzucker,Eventmaterial,"Eventmaterial: Kann für das Event ""Weihnachtsladen"" verwendet werden."
4202002,Premium Ressourcenauswahlbox,Auswahlbox,"Wertvolle Schatzbox: Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen:「Super Kapselmünze *15, Stempel*5, Lottoschein *80, Super Lottoschein *10」"
195,Entsperrung der 4. Geschenkbox,,Kaufe das Paket um die 4. Geschenkbox im Event Weihnachtsüberraschung zu entsperren.
7142,Teufelsbeschwörerin,Kostüm,Sakuras Kostüm Teufelsbeschwörerin
27142,Teufelsbeschwörerin,Kostüm,Sakuras Kostüm Teufelsbeschwörerin
196,Bonusbox zum Neujahr 2021,Ressourcenbox,"Nach dem Öffnen bekommst du zufällig eine der folgenden Belohnungen: Münze *388K, EXP Saft *388K, Brotdose *388, Kristallmeißel *388, Diener-Keks *388, Spirit-Keks *66."
197,Premium Box zum Neujahr 2021,Ressourcenbox,"Nach dem Öffnen bekommst du zufällig eine der folgenden Belohnungen: Super Kapselmünze *1, Stempel*1, Super Lottoschein *1, 5-Sterne Mädchen-Fragment *10, Orangene Antiquitäten-Fragment *5."
20001050,Limitierter Avatar zum Neujahr 2021,Spezieller Avatar,Limitierter Avatar zum Neujahr 2021
4101010,10-Sterne-Puppe-Auswahlbox,Auswahlbox,"Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Geister-, Menschen-, Monster- oder Feenpuppe (10-Sterne)."
4101011,5-Sterne-Mädchen-Auswahlbox,Auswahlbox,"Nach dem Öffnen kannst du dir ein Geister, Menschen, Monster oder Feen 5-Sterne Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
198,Leitfadenmaterial,Material für Fertigkeitsverbesserung,Erhöht das Level der Elitefertigkeiten der Mädchen
199,Geheimmaterial,Material für Fertigkeitsverbesserung,Erhöht das Level der Elitefertigkeiten der Mädchen
7143,Käfigschaukel,Kostüm,Isabellas Kostüm Käfigschaukel
27143,Käfigschaukel,Kostüm,Isabellas Kostüm Käfigschaukel
7144,Winterleckerei,Kostüm,Maskas Kostüm Winterleckerei
27144,Winterleckerei,Kostüm,Maskas Kostüm Winterleckerei
930196,5-Sterne Vera,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
54014,Vera,,
654021,Vera,,
754014,Vera,,
7145,Zither Spielerin,Kostüm,Geishas Kostüm Zither Spielerin
27145,Zither Spielerin,Kostüm,Geishas Kostüm Zither Spielerin
4203001,Grundauswahlbox,Auswahlbox,"Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Münze *4M, EXP Saft *4M, Brotdose *3000, Kristallmeißel *3000."
8050,Schulerkunder,Bilderrahmen,"Erhältlich für die TOP10 Spieler auf der Punkterangliste im alten Campus, nachdem die Saison beendet wurde. Gültig für 14 Tage."
4101012,Auswahlbox von 5-Sterne Mädchen (2. Luvlys Inselreise),Auswahlbox,"Nach dem Öffnen kannst du dir ein Geister, Menschen, Monster oder Feen 5-Sterne-Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4102011,Auswahlbox von 5-Sterne Mädchen (2. Luvlys Inselreise),Auswahlbox,"Nach dem Öffnen kannst du dir ein Dämonen oder Engel 5-Sterne Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4302003,Kostümauswahlbox (2. Luvlys Inselreise),Auswahlbox,"Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eines der zur Wahl stehenden Kostüme aussuchen. (Tippe auf die Lupe oben rechts, um die Kostüme anzuschauen. Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern.)"
20001051,Veras limitierter Avatar,Spezieller Avatar,"Veras limitierter Avatar. Senpai, du sollst auch brav sein~"
200,Kitty Macaron,Eventmaterial,"Eventmaterial: Kann für das Event ""Yumes Teestunde"" verwendet werden."
222222221,Herzass,,
202,Kapselmünze für Anfänger,Eventmaterial,"Kann im Kapselpool für Anfänger verwendet werden, um Mädchen zu ziehen."
7146,Unerfahrene Magd,Kostüm,Königin Historias Magdkostüm
27146,Unerfahrene Magd,Kostüm,Königin Historias Magdkostüm
4101013,5-Sterne-Mädchen-Auswahlbox (Kapselpool für Anfänger),Auswahlbox,"Nach dem Öffnen kannst du zwischen 5-Sterne-Mädchen-Fragmenten der Geister, Menschen, Monster und Feen wählen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4102012,5-Sterne-Mädchen-Auswahlbox (Kapselpool für Anfänger),Auswahlbox,"Nach dem Öffnen kannst du dir ein Dämonen oder Engel 5-Sterne-Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4203002,Grundauswahlbox,Auswahlbox,"Wertvolle Schatzbox. Nach dem Öffnen kannst du dir eine der folgenden Belohnungen aussuchen: Münze *1300K, EXP Saft *1300K, Brotdose *1000, Kristallmeißel *1000."
930197,5-Sterne Apate,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
55009,Apate,,
655018,Apate,,
755008,Apate,,
7147,Schiffzerstörer,Kostüm,Ronjas Kostüm Schiffzerstörer
27147,Schiffzerstörer,Kostüm,Ronjas Kostüm Schiffzerstörer
7148,Frühlingsgefühle,Kostüm,Maskas Kostüm Frühlingsgefühle
27148,Frühlingsgefühle,Kostüm,Maskas Kostüm Frühlingsgefühle
8051,Maschinenraum,Avatarbildrahmen,Kann durch den Kauf des Schwarzgoldpasses während des 6. Dampffestivals erhalten werden
7149,Glückskarpfen,Kostüm,Fenrirs Kostüm Glückskarpfen
27149,Glückskarpfen,Kostüm,Fenrirs Kostüm Glückskarpfen
7150,Neujahrsgrüße,Kostüm,Pandarias Kostüm Neujahrsgrüße
27150,Neujahrsgrüße,Kostüm,Pandarias Kostüm Neujahrsgrüße
7151,Frühlingsduft,Kostüm,Joans Kostüm Frühlingsduft
27151,Frühlingsduft,Kostüm,Joans Kostüm Frühlingsduft
8001,Rahmen für Champion des Gildenkriegs,Avatarbildrahmen,Erhältlich für den Champion des Gildenkriegs (Gültig für 7 Tage)
8002,Rahmen für den 2. Platz im Gildenkriegs,Avatarbildrahmen,Erhältlich für den Zweitplatzierten des Gildenkriegs (Gültig für 7 Tage)
8003,Rahmen für Halbfinalisten des Gildenkriegs,Avatarbildrahmen,Erhältlich für die Halbfinalisten des Gildenkriegs (Gültig für 7 Tage)
8004,Rahmen für Viertelfinalisten des Gildenkriegs,Avatarbildrahmen,Erhältlich für die Viertelfinalisten des Gildenkriegs (Gültig für 7 Tage)
8005,Rahmen für die Achtelfinalisten des Gildenkriegs,Avatarbildrahmen,Erhältlich für die Achtelfinalisten des Gildenkriegs (Gültig für 7 Tage)
930198,5-Sterne Skye,Mädchen beschwören,"Sammle 50 Fragmente, um das Mädchen zu beschwören."
53014,Skye,,
653021,Skye,,
753014,Skye,,
4101014,Auswahlbox von 5-Sterne Mädchen (3. Luvlys Inselreise),Auswahlbox,"Nach dem Öffnen kannst du dir ein Geister, Menschen, Monster oder Feen 5-Sterne-Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4101015,5-Sterne-Auswahlbox,Auswahlbox,"Nach dem Öffnen kannst du zwischen 5-Sterne Mädchen der Geister, Menschen, Monster und Feen wählen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
4302004,Kostümauswahlbox (3. Lulvlys Inselreise),Auswahlbox,"Wertvolle Schatzbox: Nach dem Öffnen kannst du dir eines der zur Wahl stehenden Kostüme aussuchen. (Tippe auf die Lupe oben rechts, um die Kostüme anzuschauen. Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern.)"
4102013,Auswahlbox von 5-Sterne Mädchen (3. Luvlys Inselreise),Auswahlbox,"Nach dem Öffnen kannst du dir ein Dämonen oder Engel 5-Sterne-Mädchen als Belohnung aussuchen. (Nachdem du die Box erhalten hast, werden sich die Belohnungen nicht mehr ändern)"
207,Mädchenauswahlbox,Mädchen-Wunschkiste,Wertvolle Schatzbox. Nach dem Öffnen kannst du dich zwischen 5-Sterne Izanami und 5-Sterne Uriel entscheiden.
7152,Feierliche Röte,Kostüm,Vivians Kostüm Feierliche Röte
27152,Feierliche Röte,Kostüm,Vivians Kostüm Feierliche Röte
201,Herzass,Eventmaterial,Eventmaterial: Kann beim Event Lotto Glücksboni verwendet werden.
6719,Illusorische Klänge,Antiquität,
6720,Illusorische Klänge,Antiquität,
6721,Illusorische Klänge,Antiquität,
