描述,title,name,dialog,select_text
2242,,ディアンヌ,あら、あなたがペペちゃんの言っていた\n先輩さんなのですね。,
2243,,ディアンヌ,全然迷惑だなんて思っていませんわ。\n二人とも、とっても良い子ですよ～。,
2244,,ディアンヌ,この子たちといると、\nわたしの妹もこんな感じなのかなって思うのです。,
2245,,ディアンヌ,わたしが傍にいなくても、\nあの子は元気でやっているのでしょうか……\n心配ですわ……,
2246,,*,へぇ、ディアンヌさんには妹がいるんですね。,
2247,,*,人を探していると聞いたのですが、\nもしかして、その妹さんを？,
2248,,ディアンヌ,えぇ。それについて、一つお願いがありまして……,
2249,,ディアンヌ,先輩さんのおっしゃった通り、\n実は妹を探しているのです。,
2250,,ディアンヌ,昔、あるアクシデントにあって以来、\n妹と離れ離れになってしまったのです……,
2251,,ディアンヌ,先日、ペペちゃんの話でこの学園を知って、\nここならもしかして、と思い……,
2252,,ディアンヌ,今回ここに来た次第ですわ。,
2253,,*,なるほど……諸葛亮さんの言った通りだ。,
2254,,*,よぉし、任せてください！\n妹さんの名前と見た目を教えてもらえませんか？,
2255,,*,僕は皆の先輩でね、\nこの学園で知らない子はいませんよ！,
2256,,ディアンヌ,えっと、それがですね……,
2257,,ディアンヌ,分からないのです……,
2258,,*,えっ！？,
2259,,ディアンヌ,その、アクシデントのせいで\n記憶がなくなってしまって……,
2260,,ディアンヌ,で、ですが！妹がいることは確かなのです！\nそのために、ずっと旅をしてきたのですよ！,
2261,,*,ふむ……\nしかし、何も情報がないとなると難しいですね……,
2262,,ディアンヌ,姉妹ですし、おそらく見た目はそれなりに\n似てるのではないかと思うのですが……,
2263,,*,ディアンヌさんと似ている子ね……,
2264,,,ダメだ、パッと思い浮かばないな……,
2265,,,うーん……とりあえず、\n直接後輩たちに会ってもらおうか。\nもしかしたら、向こうが覚えてる可能性が……,
2266,,*,妹だし、まずはディアンヌさんより年下で\n見た目が幼い子から……,
2267,,ディアンヌ,えっと、それについてですが……\n果たして妹が、わたしより幼く見えるかどうか……,
2268,,*,お、おぅ……,
2269,,*,一応確認ですけど、お姉さん、ですよね？,
2270,,ディアンヌ,それは絶対に間違いありません！\nわたしがお姉さんです！,
2271,,,謎の自信に満ち溢れたその姿は可愛らしかった。\nが……,
2272,,*,しかしそうなると、\nこの学園の人数も人数だしな……\n普段あまり捕まらない子も多いし……,
2273,,*,あ、良ければ一旦この学園に身を置いて、\nゆっくり探してみるのはどうでしょう？,
2274,,*,今、妹さんがここにいなくても、\n学園はいつでも戦姫を勧誘していますからね。\nある日突然入学してくる可能性だって……,
2275,,ディアンヌ,それは……できません……\n確かに、妹がもしこの学園にいるのなら、\nきっと安全なんでしょうけれど……,
2276,,ディアンヌ,学園外で彷徨っているかもと思うと、心配で……,
2277,,ディアンヌ,お気持ちは大変嬉しいのですが、\n妹が見つかるまでは、\n一か所にとどまることはできません。,
2278,,*,でも、当てもなく探すのも難しいと思いますよ？,
2279,,ディアンヌ,例えそれでも、探し続けます！,
2280,,ディアンヌ,星空がきっと、\nわたしたちを導いてくれると信じています。,
2281,,*,え？星空？ディアンヌさんももしかして、\n占星術ができるのですか？,
2282,,ディアンヌ,そこまで精通している訳ではないのですが、\n星空を眺めていると、\n妹が傍にいるような気がして……,
2283,,ディアンヌ,えっ、今……わたし「も」っておっしゃいました？,
2284,,*,妹さんかはわからないけど、\n星空なら、専門家を一人知っていますよ。,
2285,,,その後、僕はディアンヌを\nビビアンの占いテントに案内した。,
2286,,,なぜかぺペロンも一緒に付いて来た……,
2287,,*,ビビアン、今大丈夫？入るね～。,
2288,,ビビアン,あら、先輩の声！今行きますわ～。,
2289,,ビビアン,キャッ！,
2290,,,悲鳴と共にテントの中から物が落ちる音がした。\nどうやらビビアンが転んだようだ。,
2291,,ビビアン,あいたたた……\nうぅ、アイテムが落ちちゃいましたわ……,
2292,,ビビアン,良かった、大事なロッドは無事ですわ！ふぅ……,
2293,,,僕は慌ててテントの中へと入った。,
2294,,*,大丈夫、ビビアン？,
2295,,*,派手に転んだみたいな音がしたけど……,
2296,,ビビアン,大丈夫ですわ！\nちょっと片付けるのでお待ちくださいね……,
2297,,ビビアン,あら、そちらの方は？\n今日のお客さんですか？,
2298,,*,うん、実はビビアンの力を貸して欲しくてね。,
2299,,ビビアン,あっ、この方、\n学園で話題のマジシャンじゃないですか！,
2300,,ディアンヌ,えっと、あなたは、わたしのことを……,
2301,,ビビアン,ええ、ぺぺちゃんがずっと自慢していたのですわ。,
2302,,ビビアン,とてもきれいなお姉さんが学園に来るんだって、\nずっとうれしそうに言ってましたわ。,
2303,,,それを聞いたディアンヌは、\n軽く微笑んでから礼を言った。,
2304,,*,ディアンヌさん、この人がさっき言った\n星空に関する専門家の子です。,
2305,,ぺペロン,ビビアンの占いは評判なの！\nきっと役に立つと思う！,
2306,,ディアンヌ,はじめまして、ビビアンさん。\n今日はよろしくお願いします。,
2307,,ビビアン,はじめまして！はい、頑張ります！\nさっそくですが、何を占いますか？,
2308,,ディアンヌ,実は昔、アクシデントにより、\n妹と生き別れになってしまい……,
2309,,ディアンヌ,ですが、肝心な妹の名前も姿も、\n全く思い出せなくて……,
2310,,ビビアン,あらまあ……,
2311,,*,ビビアン、ディアンヌさんの話によると、\n星空の導きでここに来た話らしいんだ。\nできれば力になってあげてくれないか。,
2312,,ビビアン,まあ、お星さまですか？,
2313,,*,うん、ビビアンは星に関してはプロだからね。,
2314,,ビビアン,分かりましたわ。ただ……必ずしも\nいい結果が出るとは限りませんよ？,
2315,,ディアンヌ,協力いただけるだけでも、本当にありがたいです。\nどんな結果でも、きちんと受け止めます！,
2316,,ビビアン,ではまず、こちらのロッドを私と一緒に\n握ってもらえますか？\nこれでお星さまとお話ができるようになりますわ。,
2317,,,ディアンヌは言われた通りロッドを握った。\nそして、もう片方の手をビビアンと繋いだ。,
2318,,,すると、ロッドのてっぺんが光り始めた。\nそれは星の光、月の光――そして太陽の光のように\n眩しく光り輝いた。,
2319,,,二人は目を閉じているが、\nディアンヌの顔が徐々に険しくなっていった……,
2320,,*,えっ、だ、だいじょうぶ！？,
2321,,ディアンヌ,あたまが……いたい、です……,
2322,,ビビアン,何か見えたのですか？,
2323,,ディアンヌ,カオス……また、あの悪夢が……,
2324,,,ディアンヌの傍にいる召喚物たちの目も\n不安そうに素早く瞬きをし始めた。,
2325,,ビビアン,あっ……\nお星さまからの言葉が聞こえるのですわ……\nこれは……名前？,
2326,,ビビアン,それに妹さん……\n恐らく、この学園と深い縁があるようですわ。\n今はいないようですけど……,
2327,,ディアンヌ,この学園に、来ると言うことですか……？,
2328,,ビビアン,その可能性は物凄く高いですわ。あなたがその……\n昔のようにお星さまを信じてくれるのなら、\n近いうちに会えるかもしれませんわ。,
2329,,,その言葉を聞いて、ディアンヌが目を見開いた。,
2330,,ディアンヌ,妹に……あ、会えるの、ですか……？,
2331,,ビビアン,あくまでも可能性があるというだけですわ。\nあと、ディアンヌさんは、「アポロン」という\n名前について何か知っていますか？,
2332,,,その名前を聞いた瞬間、ディアンヌは頭痛のせいか\n急にくらっとしたようだ。ディアンヌの周りの\n召喚物たちの目も、再び不安そうに瞬きをした。,
2333,,*,あっ、ちょっ、本当に大丈夫か……？,
2334,,ディアンヌ,名前……心当たりはありますが……\nいつ誰から聞いたかは……,
2335,,ディアンヌ,でも、なんだか特別な意味があるような……,
2336,,*,まぁ、焦らないで。とにかく、ビビアンの占いが\n何かしらの手がかりになるのは確かなようですね！,
2337,,,そう言いながら、僕とぺペロンは\n今にも倒れそうなディアンヌを支えた。,
2338,,*,……えっと、しつこいかもしれないけど、\n本当に大丈夫ですか？,
2339,,ディアンヌ,先ほど何かの映像が浮かびまして……\nあれらは恐らく、昔の記憶……,
2340,,ディアンヌ,灰色の大地にわたしだけが立っていて、\n周りには無数の死体……あたふたしていると、\n空から白い稲妻がわたしに向かって……うっ……,
2341,,,そう言うと、ディアンヌは頭を抱えた。,
2342,,ビビアン,う～ん、これ以上はやめた方が良いですわ。,
2343,,ディアンヌ,で、でも、妹のことが……,
2344,,*,まあまあ、一旦落ち着いて、ね？ひとまず\n妹さんがこの学園を訪れる可能性が高いって、\n分かったじゃないですか。,
2345,,*,しばらく、この学園で待ってみたらどう？,
2346,,*,ほら、これからも時々、\nビビアンに占って貰えばいいじゃないですか？,
2347,,,ビビアンは優しく微笑んだ。,
2348,,ぺペロン,そうだよ！残ろうよ、お姉ちゃん！\nねっ！ペペも手伝うから！,
2349,,,ディアンヌは片手で頭を押さえながら、\nもう片方の手でぺペロンの頭を撫でた。,
2350,,,そして、しばらく考えた後、\n何かを決意したような目で僕を見た。,
2351,,ディアンヌ,ふふっ、先輩さん、次のマジックショーで\nわたしの助手をやってくれますか？,
2352,,,アイツらはいつも私のことを\nマッドサイエンティストと呼んでいた。,
2353,,,私の話になると、\nあまり良くない単語が飛び交っていたが……,
2354,,,それは私にとってはむしろ賛辞さ。,
2355,,,発明家たる者、良識やらモラルやらに縛られたら、\n永遠に真理に届くはずがないのさ。,
2356,,,だから何と言われようとも、私──魯班は\n「純粋」な発明家でいることを誓おう。,
2357,,,倫理も道徳も、\nましてや感情なんてただのジャマさ。,
2358,,,私は私の力と決意で、\nいつか世界の真理を解き明かしてみせよう。,
2359,,,──魯班手記,
2360,,,僕は魂器の手がかりを探すため、\n今日はシルバー先輩の依頼で、\n魏延と一緒に大図書館に来ていた。,
2361,,,そしてシルバー先輩が\n「気になっている」と言っていたエリアで、\nこのノートを発見したのだが……,
2362,,*,なんか最初のページから凄いこと書いてあるね……,
2363,,魏延,えっと、これが手がかりになるのでしょうか？,
2364,,*,どうしよっか？とりあえずこれを\nシルバー先輩の所に持って行こうか？,
2365,,魏延,そうですね。恐らく私たちには、\n魯班先輩が書いたことを理解できないでしょうし。,
2366,,*,じゃ、そうするかな！,
2367,,？？？,おーい、もしもし、聞こえているかー？,
2368,,？？？,あれ？おっかしいな。\nチャンネルが大図書館に飛んでるぞ？\n亮ちゃんのヤツ、こんな所にいないだろうに……,
2369,,？？？,おーい、誰かいるかー？,
2370,,？？？,まっ、いっか。\nどうせあの引きこもりしかいないだろうし。,
2371,,？？？,繋ぎ直してみるか……,
2372,,*,ちょっ、ま、待って！,
2373,,,机の上にある何だかよくわからない設備が\n急に起動して、誰かがこちらに問いかけていた……,
2374,,,僕と魏延は、恐る恐るその機械に近づき、\n返事をしてみた。,
2375,,*,えっと、声はここから……かな？,
2376,,？？？,うん？男の声……？\nああ、なんだ、キミか……,
2377,,*,えっ、何で僕のことを……！？,
2378,,？？？,あっ、そっかキミは……\nコホン、それはさておき……,
2379,,？？？,ねえ、そこのキミ、\n世界で一番凄い発明家に会ってみたくないか？,
2380,,*,えっ、それってもしかして自分の事……？,
2381,,魯班,はっはっはっ、当たり前じゃないか！\nそしてキミ、私のことはちゃんと\n「魯班先輩」と呼ぶべきだぞ？,
2382,,魏延,ろ、魯班……先輩！？\nってことはつまり、このノートの持ち主で、\n学園の科学の礎であるあの……！？,
2383,,魯班,ほほう、今も私の名が学園に残っているのだな～！\n嬉しいことだ。,
2384,,魯班,話を戻すぞ。私に会ってみたいと思うのなら、\n今声のしている機械のボタンを押してみるといい。,
2385,,,声の指示通り、\n僕は機械の目立つ所にあるボタンを押した。,
2386,,,シーン……ん？あれ……？,
2387,,,僕が不思議に思った瞬間、突如機械が光りだし、\nその光が徐々に上へと上昇していった。,
2388,,,そして次の瞬間、\n一人の少女の映像が映し出された。,
2389,,魯班,やあやあ、可愛い後輩たちよ。\nみんな大好き魯班先輩だぞ～！,
2390,,,目の前に映し出された少女に、僕と魏延は\nどういう反応をしていいか分からず固まっていた。,
2391,,魯班,うん？なんだい後輩たちよ？\n私の可愛さに見とれちゃったのかな？,
2392,,魯班,キミは……結構変わったな。（ボソ）\nそれにしても……,
2393,,魯班,学園の信号バリア、本当に弱くなったなあ……\n亮ちゃんと話したいことを思い出して、適当に\n繋いでみたらあっさり成功しちゃうぐらいだし。,
2394,,*,えっと、諸葛亮さんのことかな？\n前にも連絡したんですか？,
2395,,魯班,"
ああ！蒸気炉の修理法を聞かれてさ。
アイツ、しばらく見ないうちに少し賢くなったな。
まさかすぐに覚えるなんて……
ただつれない態度は相変わらずだよ。",
2396,,魯班,まっ、それはさておき……\n今、学園にピンチが訪れてるのだろう？\n亮ちゃんも前回は否定しなかったしね。,
2397,,*,確かに……今は魯班先輩の助けが必要で……,
2398,,魯班,はっはっはっ！そうだろう、そうだろう～！\nやっぱ私がいないとね！,
2399,,*,魯班先輩、真面目な話、\nカオスが蔓延っている状況をなんとかしないと、\n学園だけでなく、世界までが危機に……,
2400,,魯班,あぁ、その辺のことは私も分かっているさ。\n何百年も外を出歩いているんだ。\n今さら説明は必要ない。,
2401,,魯班,ただまぁ、学園のピンチ？世界の危機？\nそれが私に何の関係があるんだい？,
2402,,魯班,私がわざわざ学園に戻るメリットを、\n教えてくれないか？,
2403,,魯班,シルちゃんとはウマが合わないし、\nまたネチネチと小言を言われるだろうしな……\nシルちゃんからは何も聞いてないのか？,
2404,,*,シルちゃん……シルバー先輩は、もし魯班先輩に\n出くわしたら、さっさと逃げろと……,
2405,,魯班,キミ、正直だね……\nそれもバカがつくほどの……,
2406,,*,ただ、それでもみんな、現状を打破するには、\n魯班先輩の力が必要だと分かっていると思います。,
2407,,魏延,はい、私も魯班先輩が残してくれたこの義手と\n設備がなければ、今ここにいないかもしれません！,
2408,,,そう言いながら、魏延は義手を上げて見せた。,
2409,,魯班,おお！？言われるまで気づかなかったよ！\nほぅ……これはこれは……,
2410,,魏延,この学園には今、\n魯班先輩ほどの技術者はいません。\nですので……その……,
2411,,,魏延の話を聞いているのか、いないのか、\n魯班はただ興味津々に魏延の義手を見ていた。,
2412,,魯班,ふぅん……\nまさかあれがこんな形になるとはね……,
2413,,魯班,で、使い勝手はどう？\n意外と馴染んでいるようだが。,
2414,,魏延,は、はい！\nこれのおかげで戦闘能力がかなり上昇しましたし、,
2415,,魏延,今まで生き延びることができました……,
2416,,魯班,ふむ、では私は、キミの命の恩人と言えるのだね。\nはっはっは～。,
2417,,魏延,魯班先輩、私はその……\n心から魯班先輩のことを尊敬しています。,
2418,,魏延,学園のためだけではなく、私個人としても、\n魯班先輩が学園に戻ってくれることを\n願っています。,
2419,,,と、魯班の映像が突然ブレ始めた。,
2420,,,まるで彼女の気持ちと連動しているかのように……,
2421,,魯班,はぁ……キミたちは本当に\n私のことを分かっていないようだね。,
2422,,魯班,私が学園を離れたのは、こんな偽りの楽園なんて\nどうでも良いと心底思ったからだよ。,
2423,,魯班,学園の安否なんかより、外の世界に隠されている\n古代の技術の方が大事なのさ。,
2424,,*,それが本音ならば、なぜ今になって学園に連絡を？,
2425,,*,諸葛亮さんに話があるっていうのは……,
2426,,魯班,はははっ、バーカ！ただ単に、今の研究が\n百年前に作り上げたこの機械とちょっと似ててね。\n面白半分でテストをしたまでさ……,
2427,,*,……本当は違う理由があるのでしょう？,
2428,,魯班,……,
2429,,,僕がそう聞くと、魯班先輩の言葉が急に詰まった。,
2430,,,やはり今回も、\n何かしら意図があって連絡してきたのだろう。,
2431,,,ただ、もし彼女の性格が\n本当にノートに書いてあった通りだとすると……,
2432,,,「倫理も道徳も、\nましてや感情なんてただのジャマさ」,
2433,,,今回連絡してきたのも、\nおそらく何か学園に利用価値がある、\nということだろう。,
2434,,,その利用価値とは、一体何か……？,
2435,,魯班,はーぁ、なんか白けたわ。,
2436,,魯班,実を言うと、キミたちの動向を、\n私は完璧に把握しているのさ。,
2437,,魯班,最近だとそうだな……\n火山での死闘とか、魂器を集めて災難を\n乗り越えようとしていることとか、ね。,
2438,,*,なぜそこまで知っているんですか……？,
2439,,魯班,はっはっはっ！なぜって私は天才だからね！\n今キミたちが使っているこの装置のような機械は、\nあちこちにあるぞ。,
2440,,魯班,それはもう、学園の隅々にね。\n面白そうだからたまに使っているのさ。,
2441,,*,つまり魯班先輩は、正直なところ、\n魂器計画に興味がある、という事でしょうか？,
2442,,魯班,……うん、まぁそうだね。,
2443,,*,今回連絡してきたのも、\n魂器がある場所の手がかりが欲しいからですよね？,
2444,,魯班,はっはーん……キミ、意外と鋭いね。,
2445,,魯班,そうさ！魂器の力は、キミたちの大事な学園を\n守れるだけでなく、私の研究にも凄く役立つのさ。,
2446,,魏延,魯班先輩、もしあなたがいれば、私たちもきっと\n魂器をもっと正しく使えると思います。,
2447,,魏延,そして魯班先輩の協力があれば、\n学園もカオスの侵攻を今より簡単に防ぐことが\nできると思うのです……,
2448,,魏延,しかも、魯班先輩も魂器のことを研究でき……,
2449,,魯班,おやおや、WINーWINとでも言いたいのかね？,
2450,,魯班,ふん、この魯班に、\n過去も未来も仲間なんて必要なんてないね！,
2451,,魏延,そんな……,
2452,,魯班,ただまぁ、キミという存在には凄く興味があるね。,
2453,,*,えっ、ぼ、僕！？,
2454,,魯班,私の至高なる研究に協力してくれると言うのなら、\n少し考えてあげなくもないな。,
2455,,*,そ、それじゃあ……,
2456,,魯班,後はまぁ、チューリングの変化と\n龐統のことも少し気になるしね……,
2457,,魯班,それに、そのお嬢ちゃんの義手も面白そうだ。,
2458,,*,では、僕たちは魯班先輩が帰って来てくれること、\n期待しても……？,
2459,,魯班,まっ、期待程度に留めておいてくれよ。\n確約はしてあげられないからな。\nん？おやおや……それじゃ、切るぞ！,
2460,,,そう言って通信が唐突に切られた。,
2461,,,そしてこの通信を、\n陰から見ていた者が二人いた……,
2462,,バニラ,"
やはり魯班さんなのです！
後輩くんと魏延さんを大図書館に呼んだのは、
彼女をおびき寄せるためだったのですか、
シルバーさん？",
2463,,バニラ,あのノートには確か、魯班さんを探している人が\n触ると、自動的にその情報を魯班さんに届ける\n仕組みが組み込まれていましたよね？,
2464,,シルバー,ああ。過去に一度、私もあれに触って、\nヤツがここに連絡をよこしたがあったな……,
2465,,シルバー,私の立場では気軽にヤツと会話できなくてな……\nそれであのノートのことを思い出して、\n今回はアイツと魏延を利用したのだ。,
2466,,バニラ,でもでも、この前も諸葛亮さんに連絡したと言って\nいたのです。一体どんな要件なんでしょうか？,
2467,,シルバー,それは分からんが……ただ確実なのは、\n魯班はきっと学園に戻る気だ、ということだな。,
2468,,バニラ,えっ、あまりそういう雰囲気では\nなかったような気がしますけど……,
2469,,シルバー,私も確信はなかったが、さっきの話で確信した。,
2470,,シルバー,ヤツは外にいても、学園の事を全て把握している。\nそしてこれらの事件は、\nあくまで始まりであることも知っている。,
2471,,シルバー,ヤツは各々の安全や学園の平和なんかに\n興味は全くないだろうが、\n世界の崩壊を一番望んでいないのもヤツだろう。,
2472,,シルバー,世界が崩壊なんてしたら、\nヤツの研究が全てなくなってしまうからな。,
2473,,シルバー,現状、カオスの侵攻を止めるには、\n「理」の協力が必要だ。癪ではあるが……,
2474,,シルバー,魯班がもし「理」と会話をしたいのなら、\n唯一の方法は監視者、つまりこの学園にいる\n「アイツ」を通すしかない。,
2475,,シルバー,だから魯班は学園に戻ってくる、必ずな。,
2476,,バニラ,おお、さすがシルバーさんなのです！,
2477,,バニラ,では、先に諸葛亮さんに編入の準備を\n進めて貰いましょう。,
2478,,シルバー,ああ、そうだな……\nただ学園にヤツみたいな危険因子をいれるのは、\n正直悩みどころではある……,
2479,,,世界の崩壊を防ぐため、魂器を集めるのは必須だ。\n我々と彼女の目的も、しばらくは一致する、\nという事か……,
2480,,,冬の終わりにつれ、雪が溶け、,
2481,,,春の訪れを迎えるべく、草木は蕾をつけていた。,
2482,,,ただ、やはりまだまだ寒い。,
2483,,,ある晴れた日の正午、僕は学園内を歩いていた。,
2484,,,冷たい風が襟の隙間から入り、\n僕の首筋を軽く撫でていった。,
2485,,,「こんな日は保健室に限るね～」\nそう呟きながら、僕は前に進む。,
2486,,,寒い日に飲む華佗先生のハーブティーは\n格別なのだ。,
2487,,,親しき仲にも礼儀あり。ましてや相手は先生だ。\n僕は保健室に着くと、ドアをノックした。,
2488,,華陀,ふふっ、来ると思っていたわ。,
2489,,*,おぉ？\nノックの音で誰か分かるとは、さすが華佗先生！,
2490,,華陀,いいえ。こんな日は、貴方がきっと来るだろうと\n思っていただけよ。お茶、飲みに来たのでしょう？,
2491,,*,えっへへ……,
2492,,*,今年は冬が過ぎるのが早いですね。,
2493,,華陀,良いことじゃない。私は暖かい方が好きよ。\nはい、どうぞ。,
2494,,*,ありがとうございます。,
2495,,,華佗先生から\nローズティーが入ったティーカップを受け取り、,
2496,,,一口飲んだ。,
2497,,*,ふぅ～……\n今年はまだノーリスさんが来ていないから、,
2498,,*,きっと春が一足先に訪れたんだと思います。,
2499,,華陀,ふふっ、そうね。,
2500,,華陀,あら、ローズティー用の茶葉花弁が残り少ないわね。\n誰かさんがしょっちゅう来るせいかしら？,
2501,,*,あはは……お世話になってます。,
2502,,華陀,"
ふふ、大事に飲みなさい？ノーリスさんと一緒に、
お姉さんが頑張って採ったのよ～！
バラの花が枯れた時のノーリスさんってば、
すっごく悲しそうだったんだから～。",
2503,,*,そんな大げさな……毎年咲くじゃないですか。,
2504,,華陀,まぁ、ここに住んでる私たちにとってはそうね。,
2505,,華陀,ノーリスさん、冷たい印象を持たれがちだけど、\n実はすごく優しい子なのよ？,
2506,,*,それは、まぁ……僕も気づいてます。,
2507,,華陀,彼女の故郷では、バラはとても珍しいものなの。,
2508,,華陀,ふふっ、思い返せば\nあの子と初めて会った日は凄かったわね。,
2509,,華陀,何せ、大きなトナカイの群れを率いていたもの。,
2510,,*,そんなこともありましたねぇ……\n初めは慌ててた様子だったけど、\n僕たちに気づくや否や、急に冷静を装ったりして。,
2511,,華陀,きっと女王様のプライドよ。かわいいじゃない。,
2512,,*,女王、ね……ねぇ華佗先生、北極の地って、\nあまり国とか村とかって聞いたことないけど、\nあの子、本当に女王なんですかね？,
2513,,華陀,……そうだと思うわよ。,
2514,,,おや？その口ぶり、華佗先生、何か知っている？,
2515,,*,授業では確か、\n一面の氷原が広がる場所って習ったんだけど……\n人間には結構厳しい場所じゃないですか？,
2516,,華陀,そう、ね……「人間」には厳しいわ。,
2517,,*,やっぱり先生、何か知ってますよね？,
2518,,華陀,ふふっ、いつかノーリスさんと仲良くなったら、\n直接聞いてみるといいわ。,
2519,,*,えぇ～。,
2520,,華陀,それにしてもノーリスさん、\n確かに今年はちょっと遅いわね。,
2521,,*,うーん、花は待ってくれませんからね。\nバラの花期に間に合うことを祈るしか……,
2522,,華陀,そうね。しかもお姉さん、\n今年は彼女のためにプレゼントも用意したのよ～。,
2523,,*,プレゼント、ですか？,
2524,,華陀,そうよ～！喜んでくれるかしら。,
2525,,,そう言いながら華佗先生は窓の外を眺め、\n何か考えているようだった。,
2526,,,恐らく先生も、ノーリスさんの事を待ちわびて\nいるのだろう。あの気高く、孤独な氷の女王を……,
2527,,,ノーリスさんとの出会いは、\nとある新春のことだった。,
2528,,,彼女はまるで北風を身に纏ったかのような、\n真っ白な姿で現われた。,
2529,,,トナカイの群れの中にいたその少女は、\nどこか神聖な雰囲気を漂わせながら、,
2530,,,一面の花畑を見つめ、佇んでいた。,
2531,,諸葛亮,報告を聞いた時は耳を疑ったが、\n一体どこからこんなに多くのトナカイが……,
2532,,諸葛亮,えっと、貴殿は……？,
2533,,ノーリス,私はノーリス、北の地の女王よ。,
2534,,諸葛亮,北の地？もしかして北極の……?\n……だがあそこは……いや、うむ……,
2535,,*,ねぇ、北極に村とかあったっけ？\nエルフの集落が人知れずあったってことか？,
2536,,ノーリス,……ええ、かつてはそうね。,
2537,,*,えっ、かつてって……？,
2538,,,その質問について、\nノーリスさんは答えてくれなかった。,
2539,,諸葛亮,こら、デリカシーがないぞ！その地にはだな……\nいや、目の前の彼女がもし本当にそうだったら、\nデリカシーがないのは私の方か……,
2540,,*,えっ？えっ？一体どういうこと……？,
2541,,,色々と謎は残ったままだが、\nこの場の雰囲気からして、\nおそらく聞いてはいけないことなんだろう。,
2542,,諸葛亮,それはさておき、\nこのトナカイの群れは貴殿が連れてきたのか？,
2543,,ノーリス,いえ、実は今年の寒波がすごくて、\nこの子たちが北の地から出てしまって……,
2544,,ノーリス,この子たちを連れ戻すために\n後を追いかけていたら、ここにたどり着いたの。,
2545,,諸葛亮,ふむ、ことの経緯は分かった。\nさて、言うのが遅れたが、私は諸葛亮。\nこの学園の生徒会長だ。,
2546,,*,いや～！それにしてもノーリスさん、\nすっごく綺麗ですね！よかったら学園を案内……,
2547,,諸葛亮,こら！貴殿はいい加減デリカシーを覚えてくれ！,
2548,,*,えぇ～！だってせっかく来てくれたんだしさぁ～。,
2549,,,諸葛亮さんは僕を白い目で見ると、\nノーリスさんの方に向き直った。,
2550,,諸葛亮,さて女王よ、このトナカイの群れがここに来たのは\n本能だと思うが……,
2551,,*,寒さに強いって言っても、\nさすがに寒すぎたんだろうね。,
2552,,ノーリス,ええ。\nでも、私にはこの子たちを連れ戻す義務があるの。,
2553,,*,義務……？,
2554,,,なぜか分からないが、\nそう言ったノーリスさんから強い使命感を感じた。,
2555,,,そんなことを考えていると、\n一面の花畑を見渡しながら、彼女が尋ねてきた。,
2556,,ノーリス,ここは、いつもこんな華やかなの？,
2557,,*,ん？まぁ、春だからね。\nこの時期ならではの景色さ。,
2558,,ノーリス,これが、南の……春？,
2559,,*,うん！,
2560,,ノーリス,春はいつまで続くの？,
2561,,*,そうだね、大体３ヶ月ぐらいかな？\n中でも4月と5月は特に色んな花が咲く時期だよ。,
2562,,*,ちょうどいいタイミングだったね！,
2563,,,そうか、彼女のいる場所は極寒の地。\nこんな景色は初めてなのかもしれない。,
2564,,*,今咲いているのはバラだね。,
2565,,*,バラと言えばローズティーだよね～。\n華佗先生のローズティーは最高だよ。\nノーリスさんにも飲ませてあげたいな。,
2566,,ノーリス,ローズ、ティー？,
2567,,*,うん、乾燥させたバラの花びらにお湯を注ぐんだ。\n香りも味も楽しめる逸品だよ。,
2568,,,さっきまでの冷たい雰囲気とは一変、\n彼女はまるで子供のように目をキラキラさせて\n話を聞いていた。,
2569,,,これぞギャップ萌えだなー。,
2570,,ノーリス,花びらで、お茶を……？,
2571,,*,そうだよ！話より実際に味わうのが一番かな？\nとりあえず、トナカイたちを落ち着ける場所に\n移動させてから、華佗先生の所に行こうか！,
2572,,,そうして僕たちは、なんとかトナカイたちを\n安全で広い場所に誘導した後、\nノーリスさんを保健室へ案内した。,
2573,,ノーリス,学園……思ったより人が多いわね。,
2574,,*,ここは毎日が賑やかだよ！\nノーリスさんのいた場所はどんな感じなんだい？,
2575,,ノーリス,そうね……人は……少なかったけど、\n動物と話せたからそんなに悪くなかったわ。,
2576,,*,えー、それはちょっと寂しくない？,
2577,,ノーリス,それは玉座に座る者の定めよ……,
2578,,*,そう、だね……\n（もしかして、本当に王族……？）,
2579,,*,あっ、ここが保健室だよ！,
2580,,*,華佗先生～！新しいお友達を連れてきました！,
2581,,華陀,あら、新入生が来るなんて聞いてないけど……？,
2582,,*,こちら、北極から来たノーリスさん。保健室名物の\nローズティーを味わってみたいそうです！,
2583,,華陀,名物って、貴方がそう勝手に言ってるだけでしょ？\nでも、いいところに来たわ。\nちょうど今年最後のひと箱を開けたところよ。,
2584,,*,おお、ラッキーだね！ノーリスさん！,
2585,,,華佗先生はそう言いながら、\n淹れたてのローズティーをこちらに渡した。,
2586,,*,どう、ノーリスさん？いい匂いでしょう？,
2587,,ノーリス,初めての匂いと味……\nこれがローズティー？,
2588,,華陀,ええ、そうよ。\n学園で育ったバラの花で作ったお茶なの。,
2589,,華陀,ちょうど今が収穫の時期ね。\nバラの収穫期は短くて、10日程しかないのよ。,
2590,,*,せっかくだし、華佗先生と一緒に収穫して\n作り方を教わっていったら？,
2591,,ノーリス,それは、お邪魔じゃないかしら……？,
2592,,*,そんなことないよ！華佗先生は優しいし！,
