id,lv,next_id,exskill_id,cost,restore,effects,pas_skills
701027,27,701028,701001,1#2350000|27#275|216#685,27#3645|216#9045,hp#256992|atk#5563|spd#8|sklP#0,101010|101020
701028,28,701029,701001,1#2400000|27#285|216#710,27#3920|216#9730,hp#266511|atk#5890|spd#8|sklP#0,101010|101020
701029,29,701030,701001,1#2450000|27#295|216#735,27#4205|216#10440,hp#276029|atk#6218|spd#10|sklP#0,101010|101020
701030,30,701031,701001,1#2500000|27#305|216#760,27#4500|216#11175,hp#285547|atk#6545|spd#10|sklP#10,101010|101020
701031,31,701032,701001,1#2550000|27#315|216#785,27#4805|216#11935,hp#295065|atk#6872|spd#12|sklP#10,101010|101020
701032,32,701033,701001,1#2600000|27#325|216#810,27#5120|216#12720,hp#304584|atk#7199|spd#12|sklP#10,101010|101020
701033,33,701034,701001,1#2650000|27#335|216#835,27#5445|216#13530,hp#314102|atk#7527|spd#14|sklP#10,101010|101020
701034,34,701035,701001,1#2700000|27#345|216#860,27#5780|216#14365,hp#323620|atk#7854|spd#14|sklP#20,101010|101020
701035,35,701036,701001,1#2750000|27#355|216#885,27#6125|216#15225,hp#333138|atk#8181|spd#16|sklP#20,101010|101020
701036,36,701037,701001,1#2800000|27#365|216#910,27#6480|216#16110,hp#342657|atk#8508|spd#16|sklP#20,101010|101020
701037,37,701038,701001,1#2850000|27#375|216#935,27#6845|216#17020,hp#352175|atk#8836|spd#18|sklP#20,101010|101020
701038,38,701039,701001,1#2900000|27#385|216#960,27#7220|216#17955,hp#361693|atk#9163|spd#18|sklP#30,101010|101020
701039,39,701040,701001,1#2950000|27#395|216#985,27#7605|216#18915,hp#371211|atk#9490|spd#20|sklP#30,101010|101020
701040,40,701041,701001,1#3000000|27#405|216#1010,27#8000|216#19900,hp#380730|atk#9818|spd#20|sklP#30,101010|101020|101040
701041,41,701042,701001,1#3050000|27#415|216#1035,27#8405|216#20910,hp#390248|atk#10145|spd#22|sklP#30,101010|101020|101040
701042,42,701043,701001,1#3100000|27#425|216#1060,27#8820|216#21945,hp#399766|atk#10472|spd#22|sklP#40,101010|101020|101040
701043,43,701044,701001,1#3150000|27#435|216#1085,27#9245|216#23005,hp#409284|atk#10799|spd#24|sklP#40,101010|101020|101040
701044,44,701045,701001,1#3200000|27#445|216#1110,27#9680|216#24090,hp#418803|atk#11127|spd#24|sklP#40,101010|101020|101040
701045,45,701046,701001,1#3250000|27#455|216#1135,27#10125|216#25200,hp#428321|atk#11454|spd#26|sklP#40,101010|101020|101040
701046,46,701047,701001,1#3300000|27#465|216#1160,27#10580|216#26335,hp#437839|atk#11781|spd#26|sklP#50,101010|101020|101040
701047,47,701048,701001,1#3350000|27#475|216#1185,27#11045|216#27495,hp#447357|atk#12108|spd#28|sklP#50,101010|101020|101040
701048,48,701049,701001,1#3400000|27#485|216#1210,27#11520|216#28680,hp#456876|atk#12436|spd#28|sklP#50,101010|101020|101040
701049,49,701050,701001,1#3450000|27#495|216#1235,27#12005|216#29890,hp#466394|atk#12763|spd#30|sklP#50,101010|101020|101040
701050,50,701051,701001,1#3500000|27#505|216#1260,27#12500|216#31125,hp#475912|atk#13090|spd#30|sklP#60,101010|101020|101040
701051,51,701052,701001,1#3550000|27#515|216#1285,27#13005|216#32385,hp#485430|atk#13417|spd#32|sklP#60,101010|101020|101040
701052,52,701053,701001,1#3600000|27#525|216#1310,27#13520|216#33670,hp#494949|atk#13745|spd#32|sklP#60,101010|101020|101040
701053,53,701054,701001,1#3650000|27#535|216#1335,27#14045|216#34980,hp#504467|atk#14072|spd#34|sklP#60,101010|101020|101040
701054,54,701055,701001,1#3700000|27#545|216#1360,27#14580|216#36315,hp#513985|atk#14399|spd#34|sklP#70,101010|101020|101040
701055,55,701056,701001,1#3750000|27#555|216#1385,27#15125|216#37675,hp#523503|atk#14727|spd#36|sklP#70,101010|101020|101040
701056,56,701057,701001,1#3800000|27#565|216#1410,27#15680|216#39060,hp#533022|atk#15054|spd#36|sklP#70,101010|101020|101040
701057,57,701058,701001,1#3850000|27#575|216#1435,27#16245|216#40470,hp#542540|atk#15381|spd#38|sklP#70,101010|101020|101040
701058,58,701059,701001,1#3900000|27#585|216#1460,27#16820|216#41905,hp#552058|atk#15708|spd#38|sklP#80,101010|101020|101040
701059,59,701060,701001,1#3950000|27#595|216#1485,27#17405|216#43365,hp#561576|atk#16036|spd#40|sklP#80,101010|101020|101040
701060,60,701061,701001,1#4000000|27#605|216#1510,27#18000|216#44850,hp#571095|atk#16363|spd#40|sklP#80,101010|101020|101040|701060
701061,61,701062,701001,1#4050000|27#615|216#1535,27#18605|216#46360,hp#580613|atk#16690|spd#42|sklP#80,101010|101020|101040|701060
701062,62,701063,701001,1#4100000|27#625|216#1560,27#19220|216#47895,hp#590131|atk#17017|spd#42|sklP#90,101010|101020|101040|701060
701063,63,701064,701001,1#4150000|27#635|216#1585,27#19845|216#49455,hp#599649|atk#17345|spd#44|sklP#90,101010|101020|101040|701060
701064,64,701065,701001,1#4200000|27#645|216#1610,27#20480|216#51040,hp#609168|atk#17672|spd#44|sklP#90,101010|101020|101040|701060
701065,65,701066,701001,1#4250000|27#655|216#1635,27#21125|216#52650,hp#618686|atk#17999|spd#46|sklP#90,101010|101020|101040|701060
701066,66,701067,701001,1#4300000|27#665|216#1660,27#21780|216#54285,hp#628204|atk#18326|spd#46|sklP#100,101010|101020|101040|701060
701067,67,701068,701001,1#4350000|27#675|216#1685,27#22445|216#55945,hp#637722|atk#18654|spd#48|sklP#100,101010|101020|101040|701060
701068,68,701069,701001,1#4400000|27#685|216#1710,27#23120|216#57630,hp#647241|atk#18981|spd#48|sklP#100,101010|101020|101040|701060
701069,69,701070,701001,1#4450000|27#695|216#1735,27#23805|216#59340,hp#656759|atk#19308|spd#50|sklP#100,101010|101020|101040|701060
701070,70,701071,701001,1#4500000|27#705|216#1760,27#24500|216#61075,hp#666277|atk#19636|spd#50|sklP#110,101010|101020|101040|701060
701071,71,701072,701001,1#4550000|27#715|216#1785,27#25205|216#62835,hp#675795|atk#19963|spd#52|sklP#110,101010|101020|101040|701060
701072,72,701073,701001,1#4600000|27#725|216#1810,27#25920|216#64620,hp#685314|atk#20290|spd#52|sklP#110,101010|101020|101040|701060
701073,73,701074,701001,1#4650000|27#735|216#1835,27#26645|216#66430,hp#694832|atk#20617|spd#54|sklP#110,101010|101020|101040|701060
701074,74,701075,701001,1#4700000|27#745|216#1860,27#27380|216#68265,hp#704350|atk#20945|spd#54|sklP#120,101010|101020|101040|701060
701075,75,701076,701001,1#4750000|27#755|216#1885,27#28125|216#70125,hp#713868|atk#21272|spd#56|sklP#120,101010|101020|101040|701060
701076,76,701077,701001,1#4800000|27#765|216#1910,27#28880|216#72010,hp#723387|atk#21599|spd#56|sklP#120,101010|101020|101040|701060
701077,77,701078,701001,1#4850000|27#775|216#1935,27#29645|216#73920,hp#732905|atk#21926|spd#58|sklP#120,101010|101020|101040|701060
701078,78,701079,701001,1#4900000|27#785|216#1960,27#30420|216#75855,hp#742423|atk#22254|spd#58|sklP#130,101010|101020|101040|701060
701079,79,701080,701001,1#4950000|27#795|216#1985,27#31205|216#77815,hp#751941|atk#22581|spd#60|sklP#130,101010|101020|101040|701060
701080,80,701081,701001,1#5000000|27#805|216#2010,27#32000|216#79800,hp#761460|atk#22908|spd#60|sklP#130,101010|101020|101040|701060|701080
701081,81,701082,701001,1#5050000|27#815|216#2035,27#32805|216#81810,hp#770978|atk#23235|spd#62|sklP#130,101010|101020|101040|701060|701080
701082,82,701083,701001,1#5100000|27#825|216#2060,27#33620|216#83845,hp#780496|atk#23563|spd#64|sklP#140,101010|101020|101040|701060|701080
701083,83,701084,701001,1#5150000|27#835|216#2085,27#34445|216#85905,hp#790014|atk#23890|spd#66|sklP#140,101010|101020|101040|701060|701080
701084,84,701085,701001,1#5200000|27#845|216#2110,27#35280|216#87990,hp#799533|atk#24217|spd#68|sklP#140,101010|101020|101040|701060|701080
701085,85,701086,701001,1#5250000|27#855|216#2135,27#36125|216#90100,hp#809051|atk#24545|spd#70|sklP#140,101010|101020|101040|701060|701080
701086,86,701087,701001,1#5300000|27#865|216#2160,27#36980|216#92235,hp#818569|atk#24872|spd#72|sklP#150,101010|101020|101040|701060|701080
701087,87,701088,701001,1#5350000|27#875|216#2185,27#37845|216#94395,hp#828087|atk#25199|spd#74|sklP#150,101010|101020|101040|701060|701080
701088,88,701089,701001,1#5400000|27#885|216#2210,27#38720|216#96580,hp#837606|atk#25526|spd#76|sklP#150,101010|101020|101040|701060|701080
701089,89,701090,701001,1#5450000|27#895|216#2235,27#39605|216#98790,hp#847124|atk#25854|spd#78|sklP#150,101010|101020|101040|701060|701080
701090,90,701091,701001,1#5500000|27#905|216#2260,27#40500|216#101025,hp#856642|atk#26181|spd#80|sklP#160,101010|101020|101040|701060|701080
701091,91,701092,701001,1#5550000|27#915|216#2285,27#41405|216#103285,hp#866160|atk#26508|spd#82|sklP#160,101010|101020|101040|701060|701080
701092,92,701093,701001,1#5600000|27#925|216#2310,27#42320|216#105570,hp#875679|atk#26835|spd#84|sklP#160,101010|101020|101040|701060|701080
701093,93,701094,701001,1#5650000|27#935|216#2335,27#43245|216#107880,hp#885197|atk#27163|spd#86|sklP#160,101010|101020|101040|701060|701080
701094,94,701095,701001,1#5700000|27#945|216#2360,27#44180|216#110215,hp#894715|atk#27490|spd#88|sklP#170,101010|101020|101040|701060|701080
701095,95,701096,701001,1#5750000|27#955|216#2385,27#45125|216#112575,hp#904233|atk#27817|spd#90|sklP#170,101010|101020|101040|701060|701080
701096,96,701097,701001,1#5800000|27#965|216#2410,27#46080|216#114960,hp#913752|atk#28144|spd#92|sklP#180,101010|101020|101040|701060|701080
701097,97,701098,701001,1#5850000|27#975|216#2435,27#47045|216#117370,hp#923270|atk#28472|spd#94|sklP#180,101010|101020|101040|701060|701080
701098,98,701099,701001,1#5900000|27#985|216#2460,27#48020|216#119805,hp#932788|atk#28799|spd#96|sklP#190,101010|101020|101040|701060|701080
701099,99,701100,701001,1#5950000|27#995|216#2485,27#49005|216#122265,hp#942306|atk#29126|spd#98|sklP#190,101010|101020|101040|701060|701080
701100,100,0,701001,,27#50000|216#124750,hp#951825|atk#29454|spd#100|sklP#200,101010|101020|101040|701060|701080|101100
801001,1,801002,801001,1#1050000|27#15|216#35,27#5|216#10,hp#8403|atk#0|spd#0|sklP#0,
801002,2,801003,801001,1#1100000|27#25|216#60,27#20|216#45,hp#16806|atk#0|spd#0|sklP#0,
801003,3,801004,801001,1#1150000|27#35|216#85,27#45|216#105,hp#25209|atk#0|spd#0|sklP#0,
801004,4,801005,801001,1#1200000|27#45|216#110,27#80|216#190,hp#33612|atk#0|spd#0|sklP#0,
801005,5,801006,801001,1#1250000|27#55|216#135,27#125|216#300,hp#42016|atk#0|spd#0|sklP#0,
801006,6,801007,801001,1#1300000|27#65|216#160,27#180|216#435,hp#50419|atk#0|spd#0|sklP#0,
801007,7,801008,801001,1#1350000|27#75|216#185,27#245|216#595,hp#58822|atk#0|spd#0|sklP#0,
801008,8,801009,801001,1#1400000|27#85|216#210,27#320|216#780,hp#67225|atk#0|spd#0|sklP#0,
801009,9,801010,801001,1#1450000|27#95|216#235,27#405|216#990,hp#75629|atk#0|spd#0|sklP#0,
801010,10,801011,801001,1#1500000|27#105|216#260,27#500|216#1225,hp#84032|atk#0|spd#0|sklP#0,101010
801011,11,801012,801001,1#1550000|27#115|216#285,27#605|216#1485,hp#92435|atk#371|spd#0|sklP#0,101010
801012,12,801013,801001,1#1600000|27#125|216#310,27#720|216#1770,hp#100838|atk#743|spd#0|sklP#0,101010
801013,13,801014,801001,1#1650000|27#135|216#335,27#845|216#2080,hp#109242|atk#1114|spd#0|sklP#0,101010
801014,14,801015,801001,1#1700000|27#145|216#360,27#980|216#2415,hp#117645|atk#1486|spd#0|sklP#0,101010
801015,15,801016,801001,1#1750000|27#155|216#385,27#1125|216#2775,hp#126048|atk#1858|spd#0|sklP#0,101010
801016,16,801017,801001,1#1800000|27#165|216#410,27#1280|216#3160,hp#134451|atk#2229|spd#0|sklP#0,101010
801017,17,801018,801001,1#1850000|27#175|216#435,27#1445|216#3570,hp#142854|atk#2601|spd#0|sklP#0,101010
801018,18,801019,801001,1#1900000|27#185|216#460,27#1620|216#4005,hp#151258|atk#2973|spd#0|sklP#0,101010
801019,19,801020,801001,1#1950000|27#195|216#485,27#1805|216#4465,hp#159661|atk#3344|spd#0|sklP#0,101010
801020,20,801021,801001,1#2000000|27#205|216#510,27#2000|216#4950,hp#168064|atk#3716|spd#0|sklP#0,101010|101020
801021,21,801022,801001,1#2050000|27#215|216#535,27#2205|216#5460,hp#176467|atk#4087|spd#2|sklP#0,101010|101020
801022,22,801023,801001,1#2100000|27#225|216#560,27#2420|216#5995,hp#184871|atk#4459|spd#2|sklP#0,101010|101020
801023,23,801024,801001,1#2150000|27#235|216#585,27#2645|216#6555,hp#193274|atk#4831|spd#4|sklP#0,101010|101020
801024,24,801025,801001,1#2200000|27#245|216#610,27#2880|216#7140,hp#201677|atk#5202|spd#4|sklP#0,101010|101020
801025,25,801026,801001,1#2250000|27#255|216#635,27#3125|216#7750,hp#210080|atk#5574|spd#6|sklP#0,101010|101020
801026,26,801027,801001,1#2300000|27#265|216#660,27#3380|216#8385,hp#218484|atk#5946|spd#6|sklP#0,101010|101020
801027,27,801028,801001,1#2350000|27#275|216#685,27#3645|216#9045,hp#226887|atk#6317|spd#8|sklP#0,101010|101020
801028,28,801029,801001,1#2400000|27#285|216#710,27#3920|216#9730,hp#235290|atk#6689|spd#8|sklP#0,101010|101020
801029,29,801030,801001,1#2450000|27#295|216#735,27#4205|216#10440,hp#243693|atk#7061|spd#10|sklP#0,101010|101020
801030,30,801031,801001,1#2500000|27#305|216#760,27#4500|216#11175,hp#252097|atk#7432|spd#10|sklP#10,101010|101020
801031,31,801032,801001,1#2550000|27#315|216#785,27#4805|216#11935,hp#260500|atk#7804|spd#12|sklP#10,101010|101020
801032,32,801033,801001,1#2600000|27#325|216#810,27#5120|216#12720,hp#268903|atk#8175|spd#12|sklP#10,101010|101020
801033,33,801034,801001,1#2650000|27#335|216#835,27#5445|216#13530,hp#277306|atk#8547|spd#14|sklP#10,101010|101020
801034,34,801035,801001,1#2700000|27#345|216#860,27#5780|216#14365,hp#285709|atk#8919|spd#14|sklP#20,101010|101020
801035,35,801036,801001,1#2750000|27#355|216#885,27#6125|216#15225,hp#294113|atk#9290|spd#16|sklP#20,101010|101020
801036,36,801037,801001,1#2800000|27#365|216#910,27#6480|216#16110,hp#302516|atk#9662|spd#16|sklP#20,101010|101020
801037,37,801038,801001,1#2850000|27#375|216#935,27#6845|216#17020,hp#310919|atk#10034|spd#18|sklP#20,101010|101020
801038,38,801039,801001,1#2900000|27#385|216#960,27#7220|216#17955,hp#319322|atk#10405|spd#18|sklP#30,101010|101020
801039,39,801040,801001,1#2950000|27#395|216#985,27#7605|216#18915,hp#327726|atk#10777|spd#20|sklP#30,101010|101020
801040,40,801041,801001,1#3000000|27#405|216#1010,27#8000|216#19900,hp#336129|atk#11149|spd#20|sklP#30,101010|101020|101040
801041,41,801042,801001,1#3050000|27#415|216#1035,27#8405|216#20910,hp#344532|atk#11520|spd#22|sklP#30,101010|101020|101040
801042,42,801043,801001,1#3100000|27#425|216#1060,27#8820|216#21945,hp#352935|atk#11892|spd#22|sklP#40,101010|101020|101040
801043,43,801044,801001,1#3150000|27#435|216#1085,27#9245|216#23005,hp#361339|atk#12263|spd#24|sklP#40,101010|101020|101040
801044,44,801045,801001,1#3200000|27#445|216#1110,27#9680|216#24090,hp#369742|atk#12635|spd#24|sklP#40,101010|101020|101040
801045,45,801046,801001,1#3250000|27#455|216#1135,27#10125|216#25200,hp#378145|atk#13007|spd#26|sklP#40,101010|101020|101040
801046,46,801047,801001,1#3300000|27#465|216#1160,27#10580|216#26335,hp#386548|atk#13378|spd#26|sklP#50,101010|101020|101040
801047,47,801048,801001,1#3350000|27#475|216#1185,27#11045|216#27495,hp#394951|atk#13750|spd#28|sklP#50,101010|101020|101040
801048,48,801049,801001,1#3400000|27#485|216#1210,27#11520|216#28680,hp#403355|atk#14122|spd#28|sklP#50,101010|101020|101040
801049,49,801050,801001,1#3450000|27#495|216#1235,27#12005|216#29890,hp#411758|atk#14493|spd#30|sklP#50,101010|101020|101040
801050,50,801051,801001,1#3500000|27#505|216#1260,27#12500|216#31125,hp#420161|atk#14865|spd#30|sklP#60,101010|101020|101040
801051,51,801052,801001,1#3550000|27#515|216#1285,27#13005|216#32385,hp#428564|atk#15236|spd#32|sklP#60,101010|101020|101040
801052,52,801053,801001,1#3600000|27#525|216#1310,27#13520|216#33670,hp#436968|atk#15608|spd#32|sklP#60,101010|101020|101040
801053,53,801054,801001,1#3650000|27#535|216#1335,27#14045|216#34980,hp#445371|atk#15980|spd#34|sklP#60,101010|101020|101040
801054,54,801055,801001,1#3700000|27#545|216#1360,27#14580|216#36315,hp#453774|atk#16351|spd#34|sklP#70,101010|101020|101040
801055,55,801056,801001,1#3750000|27#555|216#1385,27#15125|216#37675,hp#462177|atk#16723|spd#36|sklP#70,101010|101020|101040
801056,56,801057,801001,1#3800000|27#565|216#1410,27#15680|216#39060,hp#470581|atk#17095|spd#36|sklP#70,101010|101020|101040
801057,57,801058,801001,1#3850000|27#575|216#1435,27#16245|216#40470,hp#478984|atk#17466|spd#38|sklP#70,101010|101020|101040
801058,58,801059,801001,1#3900000|27#585|216#1460,27#16820|216#41905,hp#487387|atk#17838|spd#38|sklP#80,101010|101020|101040
801059,59,801060,801001,1#3950000|27#595|216#1485,27#17405|216#43365,hp#495790|atk#18210|spd#40|sklP#80,101010|101020|101040
801060,60,801061,801001,1#4000000|27#605|216#1510,27#18000|216#44850,hp#504194|atk#18581|spd#40|sklP#80,101010|101020|101040|801060
801061,61,801062,801001,1#4050000|27#615|216#1535,27#18605|216#46360,hp#512597|atk#18953|spd#42|sklP#80,101010|101020|101040|801060
801062,62,801063,801001,1#4100000|27#625|216#1560,27#19220|216#47895,hp#521000|atk#19324|spd#42|sklP#90,101010|101020|101040|801060
801063,63,801064,801001,1#4150000|27#635|216#1585,27#19845|216#49455,hp#529403|atk#19696|spd#44|sklP#90,101010|101020|101040|801060
801064,64,801065,801001,1#4200000|27#645|216#1610,27#20480|216#51040,hp#537806|atk#20068|spd#44|sklP#90,101010|101020|101040|801060
801065,65,801066,801001,1#4250000|27#655|216#1635,27#21125|216#52650,hp#546210|atk#20439|spd#46|sklP#90,101010|101020|101040|801060
801066,66,801067,801001,1#4300000|27#665|216#1660,27#21780|216#54285,hp#554613|atk#20811|spd#46|sklP#100,101010|101020|101040|801060
801067,67,801068,801001,1#4350000|27#675|216#1685,27#22445|216#55945,hp#563016|atk#21183|spd#48|sklP#100,101010|101020|101040|801060
801068,68,801069,801001,1#4400000|27#685|216#1710,27#23120|216#57630,hp#571419|atk#21554|spd#48|sklP#100,101010|101020|101040|801060
801069,69,801070,801001,1#4450000|27#695|216#1735,27#23805|216#59340,hp#579823|atk#21926|spd#50|sklP#100,101010|101020|101040|801060
801070,70,801071,801001,1#4500000|27#705|216#1760,27#24500|216#61075,hp#588226|atk#22298|spd#50|sklP#110,101010|101020|101040|801060
801071,71,801072,801001,1#4550000|27#715|216#1785,27#25205|216#62835,hp#596629|atk#22669|spd#52|sklP#110,101010|101020|101040|801060
801072,72,801073,801001,1#4600000|27#725|216#1810,27#25920|216#64620,hp#605032|atk#23041|spd#52|sklP#110,101010|101020|101040|801060
801073,73,801074,801001,1#4650000|27#735|216#1835,27#26645|216#66430,hp#613436|atk#23412|spd#54|sklP#110,101010|101020|101040|801060
801074,74,801075,801001,1#4700000|27#745|216#1860,27#27380|216#68265,hp#621839|atk#23784|spd#54|sklP#120,101010|101020|101040|801060
801075,75,801076,801001,1#4750000|27#755|216#1885,27#28125|216#70125,hp#630242|atk#24156|spd#56|sklP#120,101010|101020|101040|801060
801076,76,801077,801001,1#4800000|27#765|216#1910,27#28880|216#72010,hp#638645|atk#24527|spd#56|sklP#120,101010|101020|101040|801060
801077,77,801078,801001,1#4850000|27#775|216#1935,27#29645|216#73920,hp#647049|atk#24899|spd#58|sklP#120,101010|101020|101040|801060
801078,78,801079,801001,1#4900000|27#785|216#1960,27#30420|216#75855,hp#655452|atk#25271|spd#58|sklP#130,101010|101020|101040|801060
801079,79,801080,801001,1#4950000|27#795|216#1985,27#31205|216#77815,hp#663855|atk#25642|spd#60|sklP#130,101010|101020|101040|801060
801080,80,801081,801001,1#5000000|27#805|216#2010,27#32000|216#79800,hp#672258|atk#26014|spd#60|sklP#130,101010|101020|101040|801060|801080
801081,81,801082,801001,1#5050000|27#815|216#2035,27#32805|216#81810,hp#680661|atk#26385|spd#62|sklP#130,101010|101020|101040|801060|801080
801082,82,801083,801001,1#5100000|27#825|216#2060,27#33620|216#83845,hp#689065|atk#26757|spd#64|sklP#140,101010|101020|101040|801060|801080
801083,83,801084,801001,1#5150000|27#835|216#2085,27#34445|216#85905,hp#697468|atk#27129|spd#66|sklP#140,101010|101020|101040|801060|801080
801084,84,801085,801001,1#5200000|27#845|216#2110,27#35280|216#87990,hp#705871|atk#27500|spd#68|sklP#140,101010|101020|101040|801060|801080
801085,85,801086,801001,1#5250000|27#855|216#2135,27#36125|216#90100,hp#714274|atk#27872|spd#70|sklP#140,101010|101020|101040|801060|801080
801086,86,801087,801001,1#5300000|27#865|216#2160,27#36980|216#92235,hp#722678|atk#28244|spd#72|sklP#150,101010|101020|101040|801060|801080
801087,87,801088,801001,1#5350000|27#875|216#2185,27#37845|216#94395,hp#731081|atk#28615|spd#74|sklP#150,101010|101020|101040|801060|801080
801088,88,801089,801001,1#5400000|27#885|216#2210,27#38720|216#96580,hp#739484|atk#28987|spd#76|sklP#150,101010|101020|101040|801060|801080
801089,89,801090,801001,1#5450000|27#895|216#2235,27#39605|216#98790,hp#747887|atk#29359|spd#78|sklP#150,101010|101020|101040|801060|801080
801090,90,801091,801001,1#5500000|27#905|216#2260,27#40500|216#101025,hp#756291|atk#29730|spd#80|sklP#160,101010|101020|101040|801060|801080
801091,91,801092,801001,1#5550000|27#915|216#2285,27#41405|216#103285,hp#764694|atk#30102|spd#82|sklP#160,101010|101020|101040|801060|801080
801092,92,801093,801001,1#5600000|27#925|216#2310,27#42320|216#105570,hp#773097|atk#30473|spd#84|sklP#160,101010|101020|101040|801060|801080
801093,93,801094,801001,1#5650000|27#935|216#2335,27#43245|216#107880,hp#781500|atk#30845|spd#86|sklP#160,101010|101020|101040|801060|801080
801094,94,801095,801001,1#5700000|27#945|216#2360,27#44180|216#110215,hp#789903|atk#31217|spd#88|sklP#170,101010|101020|101040|801060|801080
801095,95,801096,801001,1#5750000|27#955|216#2385,27#45125|216#112575,hp#798307|atk#31588|spd#90|sklP#170,101010|101020|101040|801060|801080
801096,96,801097,801001,1#5800000|27#965|216#2410,27#46080|216#114960,hp#806710|atk#31960|spd#92|sklP#180,101010|101020|101040|801060|801080
801097,97,801098,801001,1#5850000|27#975|216#2435,27#47045|216#117370,hp#815113|atk#32332|spd#94|sklP#180,101010|101020|101040|801060|801080
801098,98,801099,801001,1#5900000|27#985|216#2460,27#48020|216#119805,hp#823516|atk#32703|spd#96|sklP#190,101010|101020|101040|801060|801080
801099,99,801100,801001,1#5950000|27#995|216#2485,27#49005|216#122265,hp#831920|atk#33075|spd#98|sklP#190,101010|101020|101040|801060|801080
801100,100,0,801001,,27#50000|216#124750,hp#840323|atk#33447|spd#100|sklP#200,101010|101020|101040|801060|801080|101100
901001,1,901002,901001,1#1050000|27#15|216#35,27#5|216#10,hp#8702|atk#0|spd#0|sklP#0,
901002,2,901003,901001,1#1100000|27#25|216#60,27#20|216#45,hp#17405|atk#0|spd#0|sklP#0,
901003,3,901004,901001,1#1150000|27#35|216#85,27#45|216#105,hp#26108|atk#0|spd#0|sklP#0,
901004,4,901005,901001,1#1200000|27#45|216#110,27#80|216#190,hp#34811|atk#0|spd#0|sklP#0,
901005,5,901006,901001,1#1250000|27#55|216#135,27#125|216#300,hp#43514|atk#0|spd#0|sklP#0,
901006,6,901007,901001,1#1300000|27#65|216#160,27#180|216#435,hp#52216|atk#0|spd#0|sklP#0,
901007,7,901008,901001,1#1350000|27#75|216#185,27#245|216#595,hp#60919|atk#0|spd#0|sklP#0,
901008,8,901009,901001,1#1400000|27#85|216#210,27#320|216#780,hp#69622|atk#0|spd#0|sklP#0,
901009,9,901010,901001,1#1450000|27#95|216#235,27#405|216#990,hp#78325|atk#0|spd#0|sklP#0,
901010,10,901011,901001,1#1500000|27#105|216#260,27#500|216#1225,hp#87028|atk#0|spd#0|sklP#0,101010
901011,11,901012,901001,1#1550000|27#115|216#285,27#605|216#1485,hp#95731|atk#357|spd#0|sklP#0,101010
901012,12,901013,901001,1#1600000|27#125|216#310,27#720|216#1770,hp#104433|atk#714|spd#0|sklP#0,101010
901013,13,901014,901001,1#1650000|27#135|216#335,27#845|216#2080,hp#113136|atk#1071|spd#0|sklP#0,101010
901014,14,901015,901001,1#1700000|27#145|216#360,27#980|216#2415,hp#121839|atk#1428|spd#0|sklP#0,101010
901015,15,901016,901001,1#1750000|27#155|216#385,27#1125|216#2775,hp#130542|atk#1785|spd#0|sklP#0,101010
901016,16,901017,901001,1#1800000|27#165|216#410,27#1280|216#3160,hp#139245|atk#2142|spd#0|sklP#0,101010
901017,17,901018,901001,1#1850000|27#175|216#435,27#1445|216#3570,hp#147947|atk#2499|spd#0|sklP#0,101010
901018,18,901019,901001,1#1900000|27#185|216#460,27#1620|216#4005,hp#156650|atk#2856|spd#0|sklP#0,101010
901019,19,901020,901001,1#1950000|27#195|216#485,27#1805|216#4465,hp#165353|atk#3213|spd#0|sklP#0,101010
901020,20,901021,901001,1#2000000|27#205|216#510,27#2000|216#4950,hp#174056|atk#3570|spd#0|sklP#0,101010|101020
901021,21,901022,901001,1#2050000|27#215|216#535,27#2205|216#5460,hp#182759|atk#3927|spd#2|sklP#0,101010|101020
901022,22,901023,901001,1#2100000|27#225|216#560,27#2420|216#5995,hp#191462|atk#4284|spd#2|sklP#0,101010|101020
901023,23,901024,901001,1#2150000|27#235|216#585,27#2645|216#6555,hp#200164|atk#4641|spd#4|sklP#0,101010|101020
901024,24,901025,901001,1#2200000|27#245|216#610,27#2880|216#7140,hp#208867|atk#4998|spd#4|sklP#0,101010|101020
901025,25,901026,901001,1#2250000|27#255|216#635,27#3125|216#7750,hp#217570|atk#5355|spd#6|sklP#0,101010|101020
901026,26,901027,901001,1#2300000|27#265|216#660,27#3380|216#8385,hp#226273|atk#5712|spd#6|sklP#0,101010|101020
901027,27,901028,901001,1#2350000|27#275|216#685,27#3645|216#9045,hp#234976|atk#6069|spd#8|sklP#0,101010|101020
901028,28,901029,901001,1#2400000|27#285|216#710,27#3920|216#9730,hp#243678|atk#6426|spd#8|sklP#0,101010|101020
901029,29,901030,901001,1#2450000|27#295|216#735,27#4205|216#10440,hp#252381|atk#6783|spd#10|sklP#0,101010|101020
901030,30,901031,901001,1#2500000|27#305|216#760,27#4500|216#11175,hp#261084|atk#7140|spd#10|sklP#10,101010|101020
901031,31,901032,901001,1#2550000|27#315|216#785,27#4805|216#11935,hp#269787|atk#7497|spd#12|sklP#10,101010|101020
901032,32,901033,901001,1#2600000|27#325|216#810,27#5120|216#12720,hp#278490|atk#7854|spd#12|sklP#10,101010|101020
901033,33,901034,901001,1#2650000|27#335|216#835,27#5445|216#13530,hp#287193|atk#8211|spd#14|sklP#10,101010|101020
901034,34,901035,901001,1#2700000|27#345|216#860,27#5780|216#14365,hp#295895|atk#8568|spd#14|sklP#20,101010|101020
