id,lv,next_id,pet_skill_id,cost,restore,effect,icon
4013024,24,4013025,4013001,1#2146176|27#292,27#5124|26#4100,hp#43798|atk#2641|hit#160,pet_skill_4013
4013025,25,4013026,4013001,1#2189100|27#299,27#5416|26#4100,hp#45623|atk#2751|hit#180,pet_skill_4013
4013026,26,4013027,4013001,1#2280546|27#304,27#5715|26#4100,hp#47447|atk#2861|hit#180,pet_skill_4013
4013027,27,4013028,4013001,1#2324402|27#310,27#6019|26#4100,hp#49272|atk#2971|hit#180,pet_skill_4013
4013028,28,4013029,4013001,1#2368259|27#316,27#6329|26#4100,hp#51097|atk#3081|hit#200,pet_skill_4013
4013029,29,4013030,4013001,1#2463437|27#322,27#6645|26#4100,hp#52922|atk#3191|hit#200,pet_skill_4013
4013030,30,4013031,4013001,1#2518437|27#354,27#6967|26#4100,hp#55300|atk#3334|hit#200,pet_skill_4013
4013031,31,4013032,4013001,1#2573437|27#389,27#7321|26#4100,hp#60830|atk#3417|hit#200,pet_skill_4013
4013032,32,4013033,4013001,1#2628437|27#428,27#7710|26#4100,hp#66360|atk#3500|hit#200,pet_skill_4013
4013033,33,4013034,4013001,1#2683437|27#471,27#8138|26#4100,hp#71890|atk#3583|hit#200,pet_skill_4013
4013034,34,4013035,4013001,1#2738437|27#518,27#8609|26#4100,hp#77420|atk#3666|hit#220,pet_skill_4013
4013035,35,4013036,4013001,1#2793437|27#570,27#9127|26#4100,hp#82950|atk#3749|hit#220,pet_skill_4013
4013036,36,4013037,4013001,1#2848437|27#627,27#9697|26#4100,hp#88480|atk#3832|hit#220,pet_skill_4013
4013037,37,4013038,4013001,1#2903437|27#690,27#10324|26#4100,hp#94010|atk#3915|hit#220,pet_skill_4013
4013038,38,4013039,4013001,1#2958437|27#759,27#11014|26#4100,hp#99540|atk#3998|hit#240,pet_skill_4013
4013039,39,4013040,4013001,1#3013437|27#835,27#11773|26#4100,hp#105070|atk#4081|hit#240,pet_skill_4013
4013040,40,4013041,4013001,1#3068437|27#919,27#12608|26#4100,hp#110600|atk#4164|hit#240,pet_skill_4013
4013041,41,4013042,4013001,1#3123437|27#1011,27#13527|26#4100,hp#116130|atk#4247|hit#240,pet_skill_4013
4013042,42,4013043,4013001,1#3178437|27#1112,27#14538|26#4100,hp#121660|atk#4330|hit#260,pet_skill_4013
4013043,43,4013044,4013001,1#3233437|27#1223,27#15650|26#4100,hp#127190|atk#4413|hit#260,pet_skill_4013
4013044,44,4013045,4013001,1#3288437|27#1345,27#16873|26#4100,hp#132720|atk#4496|hit#260,pet_skill_4013
4013045,45,4013046,4013001,1#3343437|27#1480,27#18218|26#4100,hp#138250|atk#4579|hit#260,pet_skill_4013
4013046,46,4013047,4013001,1#3398437|27#1628,27#19698|26#4100,hp#143780|atk#4662|hit#280,pet_skill_4013
4013047,47,4013048,4013001,1#3453437|27#1791,27#21326|26#4100,hp#149310|atk#4745|hit#280,pet_skill_4013
4013048,48,4013049,4013001,1#3508437|27#1970,27#23117|26#4100,hp#154840|atk#4828|hit#280,pet_skill_4013
4013049,49,4013050,4013001,1#3563437|27#2167,27#25087|26#4100,hp#160370|atk#4911|hit#280,pet_skill_4013
4013050,50,0,4013001,,27#27254|26#4100,hp#165900|atk#4994|hit#300,pet_skill_4013
4014001,1,4014002,4014001,1#1606833|27#241,27#0|26#8300,hp#3285|atk#147|spd#4,pet_skill_4014
4014002,2,4014003,4014001,1#1685215|27#246,27#241|26#8300,hp#6570|atk#293|spd#4,pet_skill_4014
4014003,3,4014004,4014001,1#1725339|27#252,27#487|26#8300,hp#9854|atk#440|spd#4,pet_skill_4014
4014004,4,4014005,4014001,1#1806521|27#258,27#739|26#8300,hp#13139|atk#587|spd#8,pet_skill_4014
4014005,5,4014006,4014001,1#1847578|27#264,27#997|26#8300,hp#16424|atk#733|spd#8,pet_skill_4014
4014006,6,4014007,4014001,1#1888635|27#269,27#1261|26#8300,hp#19709|atk#880|spd#8,pet_skill_4014
4014007,7,4014008,4014001,1#1973549|27#276,27#1530|26#8300,hp#22994|atk#1027|spd#12,pet_skill_4014
4014008,8,4014009,4014001,1#2015540|27#281,27#1806|26#8300,hp#26279|atk#1173|spd#12,pet_skill_4014
4014009,9,4014010,4014001,1#2103253|27#287,27#2087|26#8300,hp#29563|atk#1320|spd#12,pet_skill_4014
4014010,10,4014011,4014001,1#2146176|27#292,27#2374|26#8300,hp#32848|atk#1467|spd#16,pet_skill_4014
4014011,11,4014012,4014001,1#2189100|27#299,27#2666|26#8300,hp#36133|atk#1614|spd#16,pet_skill_4014
4014012,12,4014013,4014001,1#2280546|27#304,27#2965|26#8300,hp#39418|atk#1760|spd#16,pet_skill_4014
4014013,13,4014014,4014001,1#2324402|27#310,27#3269|26#8300,hp#42703|atk#1907|spd#20,pet_skill_4014
4014014,14,4014015,4014001,1#2418648|27#316,27#3579|26#8300,hp#45987|atk#2054|spd#20,pet_skill_4014
4014015,15,4014016,4014001,1#2463437|27#322,27#3895|26#8300,hp#49272|atk#2200|spd#20,pet_skill_4014
4014016,16,4014017,4014001,1#2508227|27#327,27#4217|26#8300,hp#52557|atk#2347|spd#24,pet_skill_4014
4014017,17,4014018,4014001,1#2606205|27#334,27#4544|26#8300,hp#55842|atk#2494|spd#24,pet_skill_4014
4014018,18,4014019,4014001,1#2651928|27#339,27#4878|26#8300,hp#59127|atk#2640|spd#24,pet_skill_4014
4014019,19,4014020,4014001,1#2752704|27#345,27#5217|26#8300,hp#62412|atk#2787|spd#28,pet_skill_4014
4014020,20,4014021,4014001,1#2799360|27#351,27#5562|26#8300,hp#65696|atk#2934|spd#28,pet_skill_4014
4014021,21,4014022,4014001,1#2846016|27#357,27#5913|26#8300,hp#68981|atk#3080|spd#28,pet_skill_4014
4014022,22,4014023,4014001,1#2950526|27#362,27#6270|26#8300,hp#72266|atk#3227|spd#32,pet_skill_4014
4014023,23,4014024,4014001,1#2998115|27#369,27#6632|26#8300,hp#75551|atk#3374|spd#32,pet_skill_4014
4014024,24,4014025,4014001,1#3105424|27#374,27#7001|26#8300,hp#78836|atk#3520|spd#32,pet_skill_4014
4014025,25,4014026,4014001,1#3153946|27#380,27#7375|26#8300,hp#82121|atk#3667|spd#36,pet_skill_4014
4014026,26,4014027,4014001,1#3202468|27#387,27#7755|26#8300,hp#85405|atk#3814|spd#36,pet_skill_4014
4014027,27,4014028,4014001,1#3313510|27#392,27#8142|26#8300,hp#88690|atk#3960|spd#36,pet_skill_4014
4014028,28,4014029,4014001,1#3362965|27#397,27#8534|26#8300,hp#91975|atk#4107|spd#40,pet_skill_4014
4014029,29,4014030,4014001,1#3476806|27#404,27#8931|26#8300,hp#95260|atk#4254|spd#40,pet_skill_4014
4014030,30,4014031,4014001,1#3544806|27#444,27#9335|26#8300,hp#99540|atk#4445|spd#40,pet_skill_4014
4014031,31,4014032,4014001,1#3612806|27#488,27#9779|26#8300,hp#109494|atk#4556|spd#41,pet_skill_4014
4014032,32,4014033,4014001,1#3680806|27#537,27#10267|26#8300,hp#119448|atk#4667|spd#42,pet_skill_4014
4014033,33,4014034,4014001,1#3748806|27#591,27#10804|26#8300,hp#129402|atk#4778|spd#43,pet_skill_4014
4014034,34,4014035,4014001,1#3816806|27#650,27#11395|26#8300,hp#139356|atk#4889|spd#44,pet_skill_4014
4014035,35,4014036,4014001,1#3884806|27#715,27#12045|26#8300,hp#149310|atk#5000|spd#45,pet_skill_4014
4014036,36,4014037,4014001,1#3952806|27#787,27#12760|26#8300,hp#159264|atk#5111|spd#46,pet_skill_4014
4014037,37,4014038,4014001,1#4020806|27#866,27#13547|26#8300,hp#169218|atk#5222|spd#47,pet_skill_4014
4014038,38,4014039,4014001,1#4088806|27#953,27#14413|26#8300,hp#179172|atk#5333|spd#48,pet_skill_4014
4014039,39,4014040,4014001,1#4156806|27#1048,27#15366|26#8300,hp#189126|atk#5444|spd#49,pet_skill_4014
4014040,40,4014041,4014001,1#4224806|27#1153,27#16414|26#8300,hp#199080|atk#5555|spd#50,pet_skill_4014
4014041,41,4014042,4014001,1#4292806|27#1268,27#17567|26#8300,hp#209034|atk#5666|spd#51,pet_skill_4014
4014042,42,4014043,4014001,1#4360806|27#1395,27#18835|26#8300,hp#218988|atk#5777|spd#52,pet_skill_4014
4014043,43,4014044,4014001,1#4428806|27#1535,27#20230|26#8300,hp#228942|atk#5888|spd#53,pet_skill_4014
4014044,44,4014045,4014001,1#4496806|27#1689,27#21765|26#8300,hp#238896|atk#5999|spd#54,pet_skill_4014
4014045,45,4014046,4014001,1#4564806|27#1858,27#23454|26#8300,hp#248850|atk#6110|spd#55,pet_skill_4014
4014046,46,4014047,4014001,1#4632806|27#2044,27#25312|26#8300,hp#258804|atk#6221|spd#56,pet_skill_4014
4014047,47,4014048,4014001,1#4700806|27#2248,27#27356|26#8300,hp#268758|atk#6332|spd#57,pet_skill_4014
4014048,48,4014049,4014001,1#4768806|27#2473,27#29604|26#8300,hp#278712|atk#6443|spd#58,pet_skill_4014
4014049,49,4014050,4014001,1#4836806|27#2720,27#32077|26#8300,hp#288666|atk#6554|spd#59,pet_skill_4014
4014050,50,0,4014001,,27#34797|26#8300,hp#298620|atk#6665|spd#60,pet_skill_4014
5011001,1,5011002,5011001,1#24262|27#7,27#0|26#0,hp#565|atk#36,pet_skill_5011
5011002,2,5011003,5011001,1#45350|27#11,27#7|26#0,hp#1130|atk#71,pet_skill_5011
5011003,3,5011004,5011001,1#65506|27#17,27#18|26#0,hp#1694|atk#107,pet_skill_5011
5011004,4,5011005,5011001,1#85661|27#21,27#35|26#0,hp#2259|atk#142,pet_skill_5011
5011005,5,5011006,5011001,1#109735|27#26,27#56|26#0,hp#2824|atk#178,pet_skill_5011
5011006,6,5011007,5011001,1#130637|27#30,27#82|26#0,hp#3389|atk#213,pet_skill_5011
5011007,7,5011008,5011001,1#151539|27#36,27#112|26#0,hp#3954|atk#249,pet_skill_5011
5011008,8,5011009,5011001,1#178600|27#40,27#148|26#0,hp#4518|atk#284,pet_skill_5011
5011009,9,5011010,5011001,1#200248|27#44,27#188|26#0,hp#5083|atk#320,pet_skill_5011
5011010,10,5011011,5011001,1#221896|27#49,27#232|26#0,hp#5648|atk#355,pet_skill_5011
5011011,11,5011012,5011001,1#243545|27#53,27#281|26#0,hp#6213|atk#391,pet_skill_5011
5011012,12,5011013,5011001,1#274338|27#59,27#334|26#0,hp#6778|atk#426,pet_skill_5011
5011013,13,5011014,5011001,1#296733|27#63,27#393|26#0,hp#7342|atk#462,pet_skill_5011
5011014,14,5011015,5011001,1#319128|27#68,27#456|26#0,hp#7907|atk#497,pet_skill_5011
5011015,15,5011016,5011001,1#352906|27#72,27#524|26#0,hp#8472|atk#533,pet_skill_5011
5011016,16,5011017,5011001,1#376048|27#77,27#596|26#0,hp#9037|atk#568,pet_skill_5011
5011017,17,5011018,5011001,1#399189|27#81,27#673|26#0,hp#9602|atk#604,pet_skill_5011
5011018,18,5011019,5011001,1#435954|27#87,27#754|26#0,hp#10166|atk#639,pet_skill_5011
5011019,19,5011020,5011001,1#459842|27#91,27#841|26#0,hp#10731|atk#675,pet_skill_5011
5011020,20,5011021,5011001,1#483730|27#95,27#932|26#0,hp#11296|atk#710,pet_skill_5011
5011021,21,5011022,5011001,1#507618|27#100,27#1027|26#0,hp#11861|atk#746,pet_skill_5011
5011022,22,5011023,5011001,1#548115|27#104,27#1127|26#0,hp#12425|atk#781,pet_skill_5011
5011023,23,5011024,5011001,1#572750|27#110,27#1231|26#0,hp#12990|atk#817,pet_skill_5011
5011024,24,5011025,5011001,1#597384|27#114,27#1341|26#0,hp#13555|atk#852,pet_skill_5011
5011025,25,5011026,5011001,1#640867|27#119,27#1455|26#0,hp#14120|atk#888,pet_skill_5011
5011026,26,5011027,5011001,1#666248|27#123,27#1574|26#0,hp#14685|atk#923,pet_skill_5011
5011027,27,5011028,5011001,1#691629|27#129,27#1697|26#0,hp#15249|atk#959,pet_skill_5011
5011028,28,5011029,5011001,1#738098|27#133,27#1826|26#0,hp#15814|atk#994,pet_skill_5011
5011029,29,5011030,5011001,1#764226|27#138,27#1959|26#0,hp#16379|atk#1030,pet_skill_5011
5011030,30,5011031,5011001,1#792226|27#152,27#2097|26#0,hp#17115|atk#1076,pet_skill_5011
5011031,31,5011032,5011001,1#820226|27#167,27#2249|26#0,hp#18826|atk#1102,pet_skill_5011
5011032,32,5011033,5011001,1#848226|27#184,27#2416|26#0,hp#20537|atk#1128,pet_skill_5011
5011033,33,5011034,5011001,1#876226|27#202,27#2600|26#0,hp#22248|atk#1154,pet_skill_5011
5011034,34,5011035,5011001,1#904226|27#222,27#2802|26#0,hp#23959|atk#1180,pet_skill_5011
5011035,35,5011036,5011001,1#932226|27#244,27#3024|26#0,hp#25670|atk#1206,pet_skill_5011
5011036,36,5011037,5011001,1#960226|27#268,27#3268|26#0,hp#27381|atk#1232,pet_skill_5011
5011037,37,5011038,5011001,1#988226|27#295,27#3536|26#0,hp#29092|atk#1258,pet_skill_5011
5011038,38,5011039,5011001,1#1016226|27#325,27#3831|26#0,hp#30803|atk#1284,pet_skill_5011
5011039,39,5011040,5011001,1#1044226|27#358,27#4156|26#0,hp#32514|atk#1310,pet_skill_5011
5011040,40,5011041,5011001,1#1072226|27#394,27#4514|26#0,hp#34225|atk#1336,pet_skill_5011
5011041,41,5011042,5011001,1#1100226|27#433,27#4908|26#0,hp#35936|atk#1362,pet_skill_5011
5011042,42,5011043,5011001,1#1128226|27#476,27#5341|26#0,hp#37647|atk#1388,pet_skill_5011
5011043,43,5011044,5011001,1#1156226|27#524,27#5817|26#0,hp#39358|atk#1414,pet_skill_5011
5011044,44,5011045,5011001,1#1184226|27#576,27#6341|26#0,hp#41069|atk#1440,pet_skill_5011
5011045,45,5011046,5011001,1#1212226|27#634,27#6917|26#0,hp#42780|atk#1466,pet_skill_5011
5011046,46,5011047,5011001,1#1240226|27#697,27#7551|26#0,hp#44491|atk#1492,pet_skill_5011
5011047,47,5011048,5011001,1#1268226|27#767,27#8248|26#0,hp#46202|atk#1518,pet_skill_5011
5011048,48,5011049,5011001,1#1296226|27#844,27#9015|26#0,hp#47913|atk#1544,pet_skill_5011
5011049,49,5011050,5011001,1#1324226|27#928,27#9859|26#0,hp#49624|atk#1570,pet_skill_5011
5011050,50,0,5011001,,27#10787|26#0,hp#51335|atk#1596,pet_skill_5011
5012001,1,5012002,5012001,1#381833|27#79,27#0|26#2100,hp#1130|atk#64|crit#20,pet_skill_5012
5012002,2,5012003,5012001,1#410760|27#84,27#79|26#2100,hp#2259|atk#128|crit#20,pet_skill_5012
5012003,3,5012004,5012001,1#453870|27#90,27#163|26#2100,hp#3389|atk#192|crit#20,pet_skill_5012
5012004,4,5012005,5012001,1#483730|27#95,27#253|26#2100,hp#4518|atk#256|crit#40,pet_skill_5012
5012005,5,5012006,5012001,1#513590|27#102,27#348|26#2100,hp#5648|atk#320|crit#40,pet_skill_5012
5012006,6,5012007,5012001,1#543450|27#107,27#450|26#2100,hp#6778|atk#384|crit#40,pet_skill_5012
5012007,7,5012008,5012001,1#591225|27#113,27#557|26#2100,hp#7907|atk#447|crit#60,pet_skill_5012
5012008,8,5012009,5012001,1#622018|27#119,27#670|26#2100,hp#9037|atk#511|crit#60,pet_skill_5012
5012009,9,5012010,5012001,1#652811|27#125,27#789|26#2100,hp#10166|atk#575|crit#60,pet_skill_5012
5012010,10,5012011,5012001,1#704319|27#130,27#914|26#2100,hp#11296|atk#639|crit#80,pet_skill_5012
5012011,11,5012012,5012001,1#736046|27#137,27#1044|26#2100,hp#12425|atk#703|crit#80,pet_skill_5012
5012012,12,5012013,5012001,1#767772|27#142,27#1181|26#2100,hp#13555|atk#767|crit#80,pet_skill_5012
5012013,13,5012014,5012001,1#823012|27#148,27#1323|26#2100,hp#14685|atk#831|crit#100,pet_skill_5012
5012014,14,5012015,5012001,1#855672|27#154,27#1471|26#2100,hp#15814|atk#895|crit#100,pet_skill_5012
5012015,15,5012016,5012001,1#888331|27#160,27#1625|26#2100,hp#16944|atk#959|crit#100,pet_skill_5012
5012016,16,5012017,5012001,1#920990|27#165,27#1785|26#2100,hp#18073|atk#1023|crit#120,pet_skill_5012
5012017,17,5012018,5012001,1#980896|27#172,27#1950|26#2100,hp#19203|atk#1087|crit#120,pet_skill_5012
5012018,18,5012019,5012001,1#1014489|27#177,27#2122|26#2100,hp#20333|atk#1151|crit#120,pet_skill_5012
5012019,19,5012020,5012001,1#1048081|27#183,27#2299|26#2100,hp#21462|atk#1214|crit#140,pet_skill_5012
5012020,20,5012021,5012001,1#1111720|27#189,27#2482|26#2100,hp#22592|atk#1278|crit#140,pet_skill_5012
5012021,21,5012022,5012001,1#1146245|27#195,27#2671|26#2100,hp#23721|atk#1342|crit#140,pet_skill_5012
5012022,22,5012023,5012001,1#1180771|27#200,27#2866|26#2100,hp#24851|atk#1406|crit#160,pet_skill_5012
5012023,23,5012024,5012001,1#1248142|27#207,27#3066|26#2100,hp#25981|atk#1470|crit#160,pet_skill_5012
5012024,24,5012025,5012001,1#1283600|27#212,27#3273|26#2100,hp#27110|atk#1534|crit#160,pet_skill_5012
5012025,25,5012026,5012001,1#1319059|27#218,27#3485|26#2100,hp#28240|atk#1598|crit#180,pet_skill_5012
5012026,26,5012027,5012001,1#1354517|27#225,27#3703|26#2100,hp#29369|atk#1662|crit#180,pet_skill_5012
5012027,27,5012028,5012001,1#1426554|27#230,27#3928|26#2100,hp#30499|atk#1726|crit#180,pet_skill_5012
5012028,28,5012029,5012001,1#1462946|27#235,27#4158|26#2100,hp#31629|atk#1790|crit#200,pet_skill_5012
5012029,29,5012030,5012001,1#1499338|27#241,27#4393|26#2100,hp#32758|atk#1854|crit#200,pet_skill_5012
5012030,30,5012031,5012001,1#1539338|27#265,27#4634|26#2100,hp#34230|atk#1937|crit#200,pet_skill_5012
5012031,31,5012032,5012001,1#1579338|27#292,27#4899|26#2100,hp#37653|atk#1985|crit#200,pet_skill_5012
5012032,32,5012033,5012001,1#1619338|27#321,27#5191|26#2100,hp#41076|atk#2033|crit#200,pet_skill_5012
5012033,33,5012034,5012001,1#1659338|27#353,27#5512|26#2100,hp#44499|atk#2081|crit#200,pet_skill_5012
5012034,34,5012035,5012001,1#1699338|27#388,27#5865|26#2100,hp#47922|atk#2129|crit#220,pet_skill_5012
5012035,35,5012036,5012001,1#1739338|27#427,27#6253|26#2100,hp#51345|atk#2177|crit#220,pet_skill_5012
5012036,36,5012037,5012001,1#1779338|27#470,27#6680|26#2100,hp#54768|atk#2225|crit#220,pet_skill_5012
5012037,37,5012038,5012001,1#1819338|27#517,27#7150|26#2100,hp#58191|atk#2273|crit#220,pet_skill_5012
5012038,38,5012039,5012001,1#1859338|27#569,27#7667|26#2100,hp#61614|atk#2321|crit#240,pet_skill_5012
5012039,39,5012040,5012001,1#1899338|27#626,27#8236|26#2100,hp#65037|atk#2369|crit#240,pet_skill_5012
5012040,40,5012041,5012001,1#1939338|27#689,27#8862|26#2100,hp#68460|atk#2417|crit#240,pet_skill_5012
5012041,41,5012042,5012001,1#1979338|27#758,27#9551|26#2100,hp#71883|atk#2465|crit#240,pet_skill_5012
5012042,42,5012043,5012001,1#2019338|27#834,27#10309|26#2100,hp#75306|atk#2513|crit#260,pet_skill_5012
5012043,43,5012044,5012001,1#2059338|27#917,27#11143|26#2100,hp#78729|atk#2561|crit#260,pet_skill_5012
5012044,44,5012045,5012001,1#2099338|27#1009,27#12060|26#2100,hp#82152|atk#2609|crit#260,pet_skill_5012
5012045,45,5012046,5012001,1#2139338|27#1110,27#13069|26#2100,hp#85575|atk#2657|crit#260,pet_skill_5012
5012046,46,5012047,5012001,1#2179338|27#1221,27#14179|26#2100,hp#88998|atk#2705|crit#280,pet_skill_5012
5012047,47,5012048,5012001,1#2219338|27#1343,27#15400|26#2100,hp#92421|atk#2753|crit#280,pet_skill_5012
5012048,48,5012049,5012001,1#2259338|27#1477,27#16743|26#2100,hp#95844|atk#2801|crit#280,pet_skill_5012
5012049,49,5012050,5012001,1#2299338|27#1625,27#18220|26#2100,hp#99267|atk#2849|crit#280,pet_skill_5012
5012050,50,0,5012001,,27#19845|26#2100,hp#102690|atk#2897|crit#300,pet_skill_5012
5013001,1,5013002,5013001,1#932187|27#158,27#0|26#4100,hp#1883|atk#107|critTime#40,pet_skill_5013
5013002,2,5013003,5013001,1#966713|27#164,27#158|26#4100,hp#3765|atk#213|critTime#40,pet_skill_5013
5013003,3,5013004,5013001,1#1001238|27#171,27#322|26#4100,hp#5648|atk#320|critTime#40,pet_skill_5013
5013004,4,5013005,5013001,1#1063757|27#176,27#493|26#4100,hp#7531|atk#426|critTime#80,pet_skill_5013
5013005,5,5013006,5013001,1#1099216|27#181,27#669|26#4100,hp#9413|atk#533|critTime#80,pet_skill_5013
5013006,6,5013007,5013001,1#1164534|27#188,27#850|26#4100,hp#11296|atk#639|critTime#80,pet_skill_5013
5013007,7,5013008,5013001,1#1200926|27#194,27#1038|26#4100,hp#13179|atk#746|critTime#120,pet_skill_5013
5013008,8,5013009,5013001,1#1237318|27#199,27#1232|26#4100,hp#15061|atk#852|critTime#120,pet_skill_5013
5013009,9,5013010,5013001,1#1306368|27#206,27#1431|26#4100,hp#16944|atk#959|critTime#120,pet_skill_5013
5013010,10,5013011,5013001,1#1343693|27#211,27#1637|26#4100,hp#18827|atk#1066|critTime#160,pet_skill_5013
5013011,11,5013012,5013001,1#1415544|27#216,27#1848|26#4100,hp#20709|atk#1172|critTime#160,pet_skill_5013
5013012,12,5013013,5013001,1#1453801|27#223,27#2064|26#4100,hp#22592|atk#1279|critTime#160,pet_skill_5013
5013013,13,5013014,5013001,1#1492059|27#229,27#2287|26#4100,hp#24474|atk#1385|critTime#200,pet_skill_5013
5013014,14,5013015,5013001,1#1567642|27#234,27#2516|26#4100,hp#26357|atk#1492|critTime#200,pet_skill_5013
5013015,15,5013016,5013001,1#1606833|27#241,27#2750|26#4100,hp#28240|atk#1598|critTime#200,pet_skill_5013
5013016,16,5013017,5013001,1#1685215|27#246,27#2991|26#4100,hp#30122|atk#1705|critTime#240,pet_skill_5013
5013017,17,5013018,5013001,1#1725339|27#252,27#3237|26#4100,hp#32005|atk#1811|critTime#240,pet_skill_5013
5013018,18,5013019,5013001,1#1765464|27#258,27#3489|26#4100,hp#33888|atk#1918|critTime#240,pet_skill_5013
5013019,19,5013020,5013001,1#1847578|27#264,27#3747|26#4100,hp#35770|atk#2025|critTime#280,pet_skill_5013
5013020,20,5013021,5013001,1#1888635|27#269,27#4011|26#4100,hp#37653|atk#2131|critTime#280,pet_skill_5013
5013021,21,5013022,5013001,1#1973549|27#276,27#4280|26#4100,hp#39536|atk#2238|critTime#280,pet_skill_5013
5013022,22,5013023,5013001,1#2015540|27#281,27#4556|26#4100,hp#41418|atk#2344|critTime#320,pet_skill_5013
5013023,23,5013024,5013001,1#2057530|27#287,27#4837|26#4100,hp#43301|atk#2451|critTime#320,pet_skill_5013
5013024,24,5013025,5013001,1#2146176|27#292,27#5124|26#4100,hp#45184|atk#2557|critTime#320,pet_skill_5013
5013025,25,5013026,5013001,1#2189100|27#299,27#5416|26#4100,hp#47066|atk#2664|critTime#360,pet_skill_5013
5013026,26,5013027,5013001,1#2280546|27#304,27#5715|26#4100,hp#48949|atk#2770|critTime#360,pet_skill_5013
5013027,27,5013028,5013001,1#2324402|27#310,27#6019|26#4100,hp#50832|atk#2877|critTime#360,pet_skill_5013
5013028,28,5013029,5013001,1#2368259|27#316,27#6329|26#4100,hp#52714|atk#2984|critTime#400,pet_skill_5013
5013029,29,5013030,5013001,1#2463437|27#322,27#6645|26#4100,hp#54597|atk#3090|critTime#400,pet_skill_5013
5013030,30,5013031,5013001,1#2518437|27#354,27#6967|26#4100,hp#57050|atk#3229|critTime#400,pet_skill_5013
5013031,31,5013032,5013001,1#2573437|27#389,27#7321|26#4100,hp#62755|atk#3309|critTime#400,pet_skill_5013
5013032,32,5013033,5013001,1#2628437|27#428,27#7710|26#4100,hp#68460|atk#3389|critTime#400,pet_skill_5013
5013033,33,5013034,5013001,1#2683437|27#471,27#8138|26#4100,hp#74165|atk#3469|critTime#400,pet_skill_5013
5013034,34,5013035,5013001,1#2738437|27#518,27#8609|26#4100,hp#79870|atk#3549|critTime#420,pet_skill_5013
5013035,35,5013036,5013001,1#2793437|27#570,27#9127|26#4100,hp#85575|atk#3629|critTime#420,pet_skill_5013
5013036,36,5013037,5013001,1#2848437|27#627,27#9697|26#4100,hp#91280|atk#3709|critTime#420,pet_skill_5013
5013037,37,5013038,5013001,1#2903437|27#690,27#10324|26#4100,hp#96985|atk#3789|critTime#420,pet_skill_5013
5013038,38,5013039,5013001,1#2958437|27#759,27#11014|26#4100,hp#102690|atk#3869|critTime#440,pet_skill_5013
5013039,39,5013040,5013001,1#3013437|27#835,27#11773|26#4100,hp#108395|atk#3949|critTime#440,pet_skill_5013
5013040,40,5013041,5013001,1#3068437|27#919,27#12608|26#4100,hp#114100|atk#4029|critTime#440,pet_skill_5013
5013041,41,5013042,5013001,1#3123437|27#1011,27#13527|26#4100,hp#119805|atk#4109|critTime#440,pet_skill_5013
5013042,42,5013043,5013001,1#3178437|27#1112,27#14538|26#4100,hp#125510|atk#4189|critTime#460,pet_skill_5013
5013043,43,5013044,5013001,1#3233437|27#1223,27#15650|26#4100,hp#131215|atk#4269|critTime#460,pet_skill_5013
5013044,44,5013045,5013001,1#3288437|27#1345,27#16873|26#4100,hp#136920|atk#4349|critTime#460,pet_skill_5013
5013045,45,5013046,5013001,1#3343437|27#1480,27#18218|26#4100,hp#142625|atk#4429|critTime#460,pet_skill_5013
5013046,46,5013047,5013001,1#3398437|27#1628,27#19698|26#4100,hp#148330|atk#4509|critTime#480,pet_skill_5013
5013047,47,5013048,5013001,1#3453437|27#1791,27#21326|26#4100,hp#154035|atk#4589|critTime#480,pet_skill_5013
5013048,48,5013049,5013001,1#3508437|27#1970,27#23117|26#4100,hp#159740|atk#4669|critTime#480,pet_skill_5013
5013049,49,5013050,5013001,1#3563437|27#2167,27#25087|26#4100,hp#165445|atk#4749|critTime#480,pet_skill_5013
5013050,50,0,5013001,,27#27254|26#4100,hp#171150|atk#4829|critTime#500,pet_skill_5013
5014001,1,5014002,5014001,1#1606833|27#241,27#0|26#8300,hp#3389|atk#142|spd#4,pet_skill_5014
5014002,2,5014003,5014001,1#1685215|27#246,27#241|26#8300,hp#6778|atk#284|spd#4,pet_skill_5014
5014003,3,5014004,5014001,1#1725339|27#252,27#487|26#8300,hp#10166|atk#426|spd#4,pet_skill_5014
5014004,4,5014005,5014001,1#1806521|27#258,27#739|26#8300,hp#13555|atk#568|spd#8,pet_skill_5014
5014005,5,5014006,5014001,1#1847578|27#264,27#997|26#8300,hp#16944|atk#710|spd#8,pet_skill_5014
5014006,6,5014007,5014001,1#1888635|27#269,27#1261|26#8300,hp#20333|atk#852|spd#8,pet_skill_5014
5014007,7,5014008,5014001,1#1973549|27#276,27#1530|26#8300,hp#23721|atk#994|spd#12,pet_skill_5014
5014008,8,5014009,5014001,1#2015540|27#281,27#1806|26#8300,hp#27110|atk#1137|spd#12,pet_skill_5014
5014009,9,5014010,5014001,1#2103253|27#287,27#2087|26#8300,hp#30499|atk#1279|spd#12,pet_skill_5014
5014010,10,5014011,5014001,1#2146176|27#292,27#2374|26#8300,hp#33888|atk#1421|spd#16,pet_skill_5014
5014011,11,5014012,5014001,1#2189100|27#299,27#2666|26#8300,hp#37276|atk#1563|spd#16,pet_skill_5014
5014012,12,5014013,5014001,1#2280546|27#304,27#2965|26#8300,hp#40665|atk#1705|spd#16,pet_skill_5014
5014013,13,5014014,5014001,1#2324402|27#310,27#3269|26#8300,hp#44054|atk#1847|spd#20,pet_skill_5014
