id,name,水鏡深戀淨靈皮膚,type,pos,qlt,star,item_lv,price,base1,base2,base3,skill_id,ex_skill,group,job,act,form,suit_name,suit1,suit2,suit3,suit_skills,icon,formula,need_formula,treasure_upgrade,treasure_all_upgrade,treasure_refresh,treasure_lock_up,treasure_max,treasure_weight,artifact_exp,artifact_upg,artifact_next,initial_artifact,power,partner_model,avatar,fx_index,get_ways
5748,-1,-1,10,5,7,2,22,900000,crit#440,hit#440,,,,,,,,,,,,,7,,,14#57600|1#50000000,14#196344|1#243630000,14#3600|1#5000000,5772|2#5000,5772,10,,,,,2500,,,,
5749,-1,-1,10,5,7,3,23,1000000,atk#4000,atkP#0.37,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5749,10,,,,,2700,,,,
5750,-1,-1,10,5,7,3,23,1000000,hp#25000,hpP#0.46,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5750,10,,,,,2700,,,,
5751,-1,-1,10,5,7,3,23,1000000,crit#460,hpP#0.33,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5751,10,,,,,2700,,,,
5752,-1,-1,10,5,7,3,23,1000000,miss#560,hpP#0.35,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5752,10,,,,,2700,,,,
5753,-1,-1,10,5,7,3,23,1000000,sklP#800,hit#460,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5753,10,,,,,2700,,,,
5754,-1,-1,10,5,7,3,23,1000000,spd#115,hpP#0.32,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5754,10,,,,,2700,,,,
5755,-1,-1,10,5,7,3,23,1000000,hit#480,atk#1550,atkP#0.24,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5755,10,,,,,2700,,,,
5756,-1,-1,10,5,7,3,23,1000000,critTime#1100,crit#460,atkP#0.1,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5756,10,,,,,2700,,,,
5757,-1,-1,10,5,7,3,23,1000000,brk#500,atk#1550,atkP#0.24,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5757,10,,,,,2700,,,,
5758,-1,-1,10,5,7,3,23,1000000,trueAtk#360,atk#1550,hpP#0.28,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5758,10,,,,,2700,,,,
5759,-1,-1,10,5,7,3,23,1000000,atkP#0.26,hpP#0.33,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5759,10,,,,,2700,,,,
5760,-1,-1,10,5,7,3,23,1000000,trueAtk#360,atk#1550,atkP#0.24,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5760,10,,,,,2700,,,,
5761,-1,-1,10,5,7,3,23,1000000,miss#560,atkP#0.28,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5761,10,,,,,2700,,,,
5762,-1,-1,10,5,7,3,23,1000000,sklP#800,atk#1550,atkP#0.24,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5762,10,,,,,2700,,,,
5763,-1,-1,10,5,7,3,23,1000000,healI#0.29,atk#1550,hpP#0.28,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5763,10,,,,,2700,,,,
5764,-1,-1,10,5,7,3,23,1000000,healB#0.29,hpP#0.33,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5764,10,,,,,2700,,,,
5765,-1,-1,10,5,7,3,23,1000000,hit#480,hpP#0.33,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5765,10,,,,,2700,,,,
5766,-1,-1,10,5,7,3,23,1000000,spd#115,atkP#0.26,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5766,10,,,,,2700,,,,
5767,-1,-1,10,5,7,3,23,1000000,spd#115,crit#460,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5767,10,,,,,2700,,,,
5768,-1,-1,10,5,7,3,23,1000000,spd#115,healI#0.29,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5768,10,,,,,2700,,,,
5769,-1,-1,10,5,7,3,23,1000000,spd#115,hit#460,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5769,10,,,,,2700,,,,
5770,-1,-1,10,5,7,3,23,1000000,crit#460,brk#500,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5770,10,,,,,2700,,,,
5771,-1,-1,10,5,7,3,23,1000000,trueAtk#360,sklP#800,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5771,10,,,,,2700,,,,
5772,-1,-1,10,5,7,3,23,1000000,crit#460,hit#460,,,,,,,,,,,,,7,,,,14#253944|1#293630000,14#5184|1#6000000,,5772,10,,,,,2700,,,,
6000,-1,-1,11,6,1,1,1,10,atk#1,,,,,,,,,,,,,,6000,,,,,,,,,10,,,6000,1,,,,
6001,-1,-1,11,6,1,1,1,200,zs#0.05,atk#150,,,,,,,,,,,,,6001,,,,,,,,,20,40,6006,6001,40,,,,
6002,-1,-1,11,6,1,1,1,200,ck#0.05,atk#150,,,,,,,,,,,,,6002,,,,,,,,,20,40,6007,6002,40,,,,
6003,-1,-1,11,6,1,1,1,200,yx#0.05,atk#150,,,,,,,,,,,,,6003,,,,,,,,,20,40,6008,6003,40,,,,
6004,-1,-1,11,6,1,1,1,200,fs#0.05,atk#150,,,,,,,,,,,,,6004,,,,,,,,,20,40,6009,6004,40,,,,
6005,-1,-1,11,6,1,1,1,200,ms#0.05,atk#150,,,,,,,,,,,,,6005,,,,,,,,,20,40,6010,6005,40,,,,
6006,-1,-1,11,6,1,2,2,400,zs#0.065,atk#195,,,,,,,,,,,,,6001,,,,,,,,,60,40,6011,6001,60,,,,
6007,-1,-1,11,6,1,2,2,400,ck#0.065,atk#195,,,,,,,,,,,,,6002,,,,,,,,,60,40,6012,6002,60,,,,
6008,-1,-1,11,6,1,2,2,400,yx#0.065,atk#195,,,,,,,,,,,,,6003,,,,,,,,,60,40,6013,6003,60,,,,
6009,-1,-1,11,6,1,2,2,400,fs#0.065,atk#195,,,,,,,,,,,,,6004,,,,,,,,,60,40,6014,6004,60,,,,
6010,-1,-1,11,6,1,2,2,400,ms#0.065,atk#195,,,,,,,,,,,,,6005,,,,,,,,,60,40,6015,6005,60,,,,
6011,-1,-1,11,6,1,3,3,600,zs#0.08,atk#240,,,,,,,,,,,,,6001,,,,,,,,,100,40,6016,6001,80,,,,
6012,-1,-1,11,6,1,3,3,600,ck#0.08,atk#240,,,,,,,,,,,,,6002,,,,,,,,,100,40,6017,6002,80,,,,
6013,-1,-1,11,6,1,3,3,600,yx#0.08,atk#240,,,,,,,,,,,,,6003,,,,,,,,,100,40,6018,6003,80,,,,
6014,-1,-1,11,6,1,3,3,600,fs#0.08,atk#240,,,,,,,,,,,,,6004,,,,,,,,,100,40,6019,6004,80,,,,
6015,-1,-1,11,6,1,3,3,600,ms#0.08,atk#240,,,,,,,,,,,,,6005,,,,,,,,,100,40,6020,6005,80,,,,
6016,-1,-1,11,6,1,4,4,800,zs#0.1,atk#300,,,,,,,,,,,,,6001,,,,,,,,,140,,,6001,100,,,,
6017,-1,-1,11,6,1,4,4,800,ck#0.1,atk#300,,,,,,,,,,,,,6002,,,,,,,,,140,,,6002,100,,,,
6018,-1,-1,11,6,1,4,4,800,yx#0.1,atk#300,,,,,,,,,,,,,6003,,,,,,,,,140,,,6003,100,,,,
6019,-1,-1,11,6,1,4,4,800,fs#0.1,atk#300,,,,,,,,,,,,,6004,,,,,,,,,140,,,6004,100,,,,
6020,-1,-1,11,6,1,4,4,800,ms#0.1,atk#300,,,,,,,,,,,,,6005,,,,,,,,,140,,,6005,100,,,,
6021,-1,-1,11,6,2,1,5,1600,zs#0.08,atk#240,,,,,,,,,,,,,6021,,,,,,,,,40,190,6026,6021,100,,,,
6022,-1,-1,11,6,2,1,5,1600,ck#0.08,atk#240,,,,,,,,,,,,,6022,,,,,,,,,40,190,6027,6022,100,,,,
6023,-1,-1,11,6,2,1,5,1600,yx#0.08,atk#240,,,,,,,,,,,,,6023,,,,,,,,,40,190,6028,6023,100,,,,
6024,-1,-1,11,6,2,1,5,1600,fs#0.08,atk#240,,,,,,,,,,,,,6024,,,,,,,,,40,190,6029,6024,100,,,,
6025,-1,-1,11,6,2,1,5,1600,ms#0.08,atk#240,,,,,,,,,,,,,6025,,,,,,,,,40,190,6030,6025,100,,,,
6026,-1,-1,11,6,2,2,6,2400,zs#0.1,atk#300,,,,,,,,,,,,,6021,,,,,,,,,230,190,6031,6021,120,,,,
6027,-1,-1,11,6,2,2,6,2400,ck#0.1,atk#300,,,,,,,,,,,,,6022,,,,,,,,,230,190,6032,6022,120,,,,
6028,-1,-1,11,6,2,2,6,2400,yx#0.1,atk#300,,,,,,,,,,,,,6023,,,,,,,,,230,190,6033,6023,120,,,,
6029,-1,-1,11,6,2,2,6,2400,fs#0.1,atk#300,,,,,,,,,,,,,6024,,,,,,,,,230,190,6034,6024,120,,,,
6030,-1,-1,11,6,2,2,6,2400,ms#0.1,atk#300,,,,,,,,,,,,,6025,,,,,,,,,230,190,6035,6025,120,,,,
6031,-1,-1,11,6,2,3,7,3200,zs#0.12,atk#360,,,,,,,,,,,,,6021,,,,,,,,,420,190,6036,6021,160,,,,
6032,-1,-1,11,6,2,3,7,3200,ck#0.12,atk#360,,,,,,,,,,,,,6022,,,,,,,,,420,190,6037,6022,160,,,,
6033,-1,-1,11,6,2,3,7,3200,yx#0.12,atk#360,,,,,,,,,,,,,6023,,,,,,,,,420,190,6038,6023,160,,,,
6034,-1,-1,11,6,2,3,7,3200,fs#0.12,atk#360,,,,,,,,,,,,,6024,,,,,,,,,420,190,6039,6024,160,,,,
6035,-1,-1,11,6,2,3,7,3200,ms#0.12,atk#360,,,,,,,,,,,,,6025,,,,,,,,,420,190,6040,6025,160,,,,
6036,-1,-1,11,6,2,4,8,4000,zs#0.15,atk#450,,,,,,,,,,,,,6021,,,,,,,,,610,,,6021,180,,,,
6037,-1,-1,11,6,2,4,8,4000,ck#0.15,atk#450,,,,,,,,,,,,,6022,,,,,,,,,610,,,6022,180,,,,
6038,-1,-1,11,6,2,4,8,4000,yx#0.15,atk#450,,,,,,,,,,,,,6023,,,,,,,,,610,,,6023,180,,,,
6039,-1,-1,11,6,2,4,8,4000,fs#0.15,atk#450,,,,,,,,,,,,,6024,,,,,,,,,610,,,6024,180,,,,
6040,-1,-1,11,6,2,4,8,4000,ms#0.15,atk#450,,,,,,,,,,,,,6025,,,,,,,,,610,,,6025,180,,,,
6041,-1,-1,11,6,3,1,9,6000,zs#0.12,atk#360,,,,,,,,,,,,,6041,,,,,,,,,150,580,6046,6041,160,,,,
6042,-1,-1,11,6,3,1,9,6000,ck#0.12,atk#360,,,,,,,,,,,,,6042,,,,,,,,,150,580,6047,6042,160,,,,
6043,-1,-1,11,6,3,1,9,6000,yx#0.12,atk#360,,,,,,,,,,,,,6043,,,,,,,,,150,580,6048,6043,160,,,,
6044,-1,-1,11,6,3,1,9,6000,fs#0.12,atk#360,,,,,,,,,,,,,6044,,,,,,,,,150,580,6049,6044,160,,,,
6045,-1,-1,11,6,3,1,9,6000,ms#0.12,atk#360,,,,,,,,,,,,,6045,,,,,,,,,150,580,6050,6045,160,,,,
6046,-1,-1,11,6,3,2,10,8000,zs#0.14,atk#420,,,,,,,,,,,,,6041,,,,,,,,,730,580,6051,6041,200,,,,
6047,-1,-1,11,6,3,2,10,8000,ck#0.14,atk#420,,,,,,,,,,,,,6042,,,,,,,,,730,580,6052,6042,200,,,,
6048,-1,-1,11,6,3,2,10,8000,yx#0.14,atk#420,,,,,,,,,,,,,6043,,,,,,,,,730,580,6053,6043,200,,,,
6049,-1,-1,11,6,3,2,10,8000,fs#0.14,atk#420,,,,,,,,,,,,,6044,,,,,,,,,730,580,6054,6044,200,,,,
6050,-1,-1,11,6,3,2,10,8000,ms#0.14,atk#420,,,,,,,,,,,,,6045,,,,,,,,,730,580,6055,6045,200,,,,
6051,-1,-1,11,6,3,3,11,10000,zs#0.16,atk#480,,,,,,,,,,,,,6041,,,,,,,,,1310,580,6056,6041,240,,,,
6052,-1,-1,11,6,3,3,11,10000,ck#0.16,atk#480,,,,,,,,,,,,,6042,,,,,,,,,1310,580,6057,6042,240,,,,
6053,-1,-1,11,6,3,3,11,10000,yx#0.16,atk#480,,,,,,,,,,,,,6043,,,,,,,,,1310,580,6058,6043,240,,,,
6054,-1,-1,11,6,3,3,11,10000,fs#0.16,atk#480,,,,,,,,,,,,,6044,,,,,,,,,1310,580,6059,6044,240,,,,
6055,-1,-1,11,6,3,3,11,10000,ms#0.16,atk#480,,,,,,,,,,,,,6045,,,,,,,,,1310,580,6060,6045,240,,,,
6056,-1,-1,11,6,3,4,12,12000,zs#0.18,atk#540,,,,,,,,,,,,,6041,,,,,,,,,1890,580,6061,6041,300,,,,
6057,-1,-1,11,6,3,4,12,12000,ck#0.18,atk#540,,,,,,,,,,,,,6042,,,,,,,,,1890,580,6062,6042,300,,,,
6058,-1,-1,11,6,3,4,12,12000,yx#0.18,atk#540,,,,,,,,,,,,,6043,,,,,,,,,1890,580,6063,6043,300,,,,
6059,-1,-1,11,6,3,4,12,12000,fs#0.18,atk#540,,,,,,,,,,,,,6044,,,,,,,,,1890,580,6064,6044,300,,,,
6060,-1,-1,11,6,3,4,12,12000,ms#0.18,atk#540,,,,,,,,,,,,,6045,,,,,,,,,1890,580,6065,6045,300,,,,
6061,-1,-1,11,6,3,5,13,14000,zs#0.2,atk#600,,,,,,,,,,,,,6041,,,,,,,,,2470,,,6041,340,,,,
6062,-1,-1,11,6,3,5,13,14000,ck#0.2,atk#600,,,,,,,,,,,,,6042,,,,,,,,,2470,,,6042,340,,,,
6063,-1,-1,11,6,3,5,13,14000,yx#0.2,atk#600,,,,,,,,,,,,,6043,,,,,,,,,2470,,,6043,340,,,,
6064,-1,-1,11,6,3,5,13,14000,fs#0.2,atk#600,,,,,,,,,,,,,6044,,,,,,,,,2470,,,6044,340,,,,
6065,-1,-1,11,6,3,5,13,14000,ms#0.2,atk#600,,,,,,,,,,,,,6045,,,,,,,,,2470,,,6045,340,,,,
6066,-1,-1,11,6,4,1,14,30000,zs#0.17,atk#500,,,,,,,,,,,,,6066,,,,,,,,,650,1440,6072,6066,300,,,,
6067,-1,-1,11,6,4,1,14,30000,ck#0.17,atk#500,,,,,,,,,,,,,6067,,,,,,,,,650,1440,6073,6067,300,,,,
6068,-1,-1,11,6,4,1,14,30000,yx#0.17,atk#500,,,,,,,,,,,,,6068,,,,,,,,,650,1440,6074,6068,300,,,,
6069,-1,-1,11,6,4,1,14,30000,fs#0.17,atk#500,,,,,,,,,,,,,6069,,,,,,,,,650,1440,6075,6069,300,,,,
6070,-1,-1,11,6,4,1,14,30000,ms#0.17,atk#500,,,,,,,,,,,,,6070,,,,,,,,,650,1440,6076,6070,300,,,,
6071,-1,-1,11,6,4,1,14,30000,spd#12,hpP#0.02,,,,,,,,,,,,,6071,,,,,,,,,650,1440,6077,6071,300,,,,
6072,-1,-1,11,6,4,2,15,40000,zs#0.19,atk#570,,,,,,,,,,,,,6066,,,,,,,,,2090,1440,6078,6066,380,,,,
6073,-1,-1,11,6,4,2,15,40000,ck#0.19,atk#570,,,,,,,,,,,,,6067,,,,,,,,,2090,1440,6079,6067,380,,,,
6074,-1,-1,11,6,4,2,15,40000,yx#0.19,atk#570,,,,,,,,,,,,,6068,,,,,,,,,2090,1440,6080,6068,380,,,,
6075,-1,-1,11,6,4,2,15,40000,fs#0.19,atk#570,,,,,,,,,,,,,6069,,,,,,,,,2090,1440,6081,6069,380,,,,
6076,-1,-1,11,6,4,2,15,40000,ms#0.19,atk#570,,,,,,,,,,,,,6070,,,,,,,,,2090,1440,6082,6070,380,,,,
6077,-1,-1,11,6,4,2,15,40000,spd#15,hpP#0.03,,,,,,,,,,,,,6071,,,,,,,,,2090,1440,6083,6071,380,,,,
6078,-1,-1,11,6,4,3,16,50000,zs#0.22,atk#660,,,,,,,,,,,,,6066,,,,,,,,,3530,1440,6084,6066,460,,,,
6079,-1,-1,11,6,4,3,16,50000,ck#0.22,atk#660,,,,,,,,,,,,,6067,,,,,,,,,3530,1440,6085,6067,460,,,,
6080,-1,-1,11,6,4,3,16,50000,yx#0.22,atk#660,,,,,,,,,,,,,6068,,,,,,,,,3530,1440,6086,6068,460,,,,
6081,-1,-1,11,6,4,3,16,50000,fs#0.22,atk#660,,,,,,,,,,,,,6069,,,,,,,,,3530,1440,6087,6069,460,,,,
6082,-1,-1,11,6,4,3,16,50000,ms#0.22,atk#660,,,,,,,,,,,,,6070,,,,,,,,,3530,1440,6088,6070,460,,,,
6083,-1,-1,11,6,4,3,16,50000,spd#18,hpP#0.04,,,,,,,,,,,,,6071,,,,,,,,,3530,1440,6089,6071,460,,,,
6084,-1,-1,11,6,4,4,17,60000,zs#0.25,atk#750,,,,,,,,,,,,,6066,,,,,,,,,4970,1440,6090,6066,540,,,,
6085,-1,-1,11,6,4,4,17,60000,ck#0.25,atk#750,,,,,,,,,,,,,6067,,,,,,,,,4970,1440,6091,6067,540,,,,
6086,-1,-1,11,6,4,4,17,60000,yx#0.25,atk#750,,,,,,,,,,,,,6068,,,,,,,,,4970,1440,6092,6068,540,,,,
6087,-1,-1,11,6,4,4,17,60000,fs#0.25,atk#750,,,,,,,,,,,,,6069,,,,,,,,,4970,1440,6093,6069,540,,,,
6088,-1,-1,11,6,4,4,17,60000,ms#0.25,atk#750,,,,,,,,,,,,,6070,,,,,,,,,4970,1440,6094,6070,540,,,,
6089,-1,-1,11,6,4,4,17,60000,spd#21,hpP#0.05,,,,,,,,,,,,,6071,,,,,,,,,4970,1440,6095,6071,540,,,,
6090,-1,-1,11,6,4,5,18,70000,zs#0.28,atk#840,,,,,,,,,,,,,6066,,,,,,,,,6410,,,6066,600,,,,
6091,-1,-1,11,6,4,5,18,70000,ck#0.28,atk#840,,,,,,,,,,,,,6067,,,,,,,,,6410,,,6067,600,,,,
6092,-1,-1,11,6,4,5,18,70000,yx#0.28,atk#840,,,,,,,,,,,,,6068,,,,,,,,,6410,,,6068,600,,,,
6093,-1,-1,11,6,4,5,18,70000,fs#0.28,atk#840,,,,,,,,,,,,,6069,,,,,,,,,6410,,,6069,600,,,,
6094,-1,-1,11,6,4,5,18,70000,ms#0.28,atk#840,,,,,,,,,,,,,6070,,,,,,,,,6410,,,6070,600,,,,
6095,-1,-1,11,6,4,5,18,70000,spd#24,hpP#0.06,,,,,,,,,,,,,6071,,,,,,,,,6410,,,6071,600,,,,
6096,-1,-1,11,6,5,1,19,160000,zs#0.23,atk#680,,,,,,,,,,,,,6096,,,,,,,,,2400,2880,6118,6096,540,,,,
6097,-1,-1,11,6,5,1,19,160000,ck#0.23,atk#680,,,,,,,,,,,,,6097,,,,,,,,,2400,2880,6119,6097,540,,,,
6098,-1,-1,11,6,5,1,19,160000,yx#0.23,atk#680,,,,,,,,,,,,,6098,,,,,,,,,2400,2880,6120,6098,540,,,,
6099,-1,-1,11,6,5,1,19,160000,fs#0.23,atk#680,,,,,,,,,,,,,6099,,,,,,,,,2400,2880,6121,6099,540,,,,
6100,-1,-1,11,6,5,1,19,160000,ms#0.23,atk#680,,,,,,,,,,,,,6100,,,,,,,,,2400,2880,6122,6100,540,,,,
6101,-1,-1,11,6,5,1,19,160000,spd#21,hpP#0.05,,,,,,,,,,,,,6101,,,,,,,,,2400,2880,6123,6101,540,,,,
6102,-1,-1,11,6,5,1,19,160000,atkP#0.07,hit#60,,,,,,,,,,,,,6102,,,,,,,,,2400,2880,6124,6102,540,,,,
6103,-1,-1,11,6,5,1,19,160000,decDmg#100,hpP#0.05,,,,,,,,,,,,,6103,,,,,,,,,2400,2880,6125,6103,540,,,,
6104,-1,-1,11,6,5,1,20,160000,zs#0.23,atk#680,,,,1,,brk#200,,,,,,,6104,,,,,,,,,2400,2880,6126,6104,540,,,,
6105,-1,-1,11,6,5,1,20,160000,ck#0.23,atk#680,,,,1,,hpP#0.12,,,,,,,6105,,,,,,,,,2400,2880,6127,6105,540,,,,
6106,-1,-1,11,6,5,1,20,160000,yx#0.23,atk#680,,,,1,,atkP#0.08,,,,,,,6106,,,,,,,,,2400,2880,6128,6106,540,,,,
6107,-1,-1,11,6,5,1,20,160000,fs#0.23,atk#680,,,,2,,hpP#0.12,,,,,,,6107,,,,,,,,,2400,2880,6129,6107,540,,,,
6108,-1,-1,11,6,5,1,20,160000,ms#0.23,atk#680,,,,2,,atkP#0.08,,,,,,,6108,,,,,,,,,2400,2880,6130,6108,540,,,,
6109,-1,-1,11,6,5,1,20,160000,ms#0.23,atk#680,,,,2,,sklP#250,,,,,,,6109,,,,,,,,,2400,2880,6131,6109,540,,,,
6110,-1,-1,11,6,5,1,20,160000,zs#0.23,atk#680,,,,3,,hpP#0.12,,,,,,,6110,,,,,,,,,2400,2880,6132,6110,540,,,,
6111,-1,-1,11,6,5,1,20,160000,ck#0.23,atk#680,,,,3,,atkP#0.08,,,,,,,6111,,,,,,,,,2400,2880,6133,6111,540,,,,
6112,-1,-1,11,6,5,1,20,160000,yx#0.23,atk#680,,,,3,,crit#180,,,,,,,6112,,,,,,,,,2400,2880,6134,6112,540,,,,
6113,-1,-1,11,6,5,1,20,160000,fs#0.23,atk#680,,,,4,,critTime#500,,,,,,,6113,,,,,,,,,2400,2880,6135,6113,540,,,,
6114,-1,-1,11,6,5,1,20,160000,decDmg#100,hpP#0.05,,,,4,,hpP#0.12,,,,,,,6114,,,,,,,,,2400,2880,6136,6114,540,,,,
6115,-1,-1,11,6,5,1,20,160000,spd#21,hpP#0.05,,,,4,,crit#180,,,,,,,6115,,,,,,,,,2400,2880,6137,6115,540,,,,
6116,-1,-1,11,6,5,1,20,160000,atkP#0.07,hit#60,,,,5,,sklP#250,,,,,,,6116,,,,,,,,,2400,2880,6138,6116,540,,,,
6117,-1,-1,11,6,5,1,20,160000,decDmg#100,hpP#0.05,,,,6,,trueAtk#120,,,,,,,6117,,,,,,,,,2400,2880,6139,6117,540,,,,
6118,-1,-1,11,6,5,2,21,200000,zs#0.26,atk#800,,,,,,,,,,,,,6096,,,,,,,,,5280,2880,6140,6096,640,,,,
6119,-1,-1,11,6,5,2,21,200000,ck#0.26,atk#800,,,,,,,,,,,,,6097,,,,,,,,,5280,2880,6141,6097,640,,,,
6120,-1,-1,11,6,5,2,21,200000,yx#0.26,atk#800,,,,,,,,,,,,,6098,,,,,,,,,5280,2880,6142,6098,640,,,,
6121,-1,-1,11,6,5,2,21,200000,fs#0.26,atk#800,,,,,,,,,,,,,6099,,,,,,,,,5280,2880,6143,6099,640,,,,
6122,-1,-1,11,6,5,2,21,200000,ms#0.26,atk#800,,,,,,,,,,,,,6100,,,,,,,,,5280,2880,6144,6100,640,,,,
6123,-1,-1,11,6,5,2,21,200000,spd#25,hpP#0.06,,,,,,,,,,,,,6101,,,,,,,,,5280,2880,6145,6101,640,,,,
6124,-1,-1,11,6,5,2,21,200000,atkP#0.08,hit#80,,,,,,,,,,,,,6102,,,,,,,,,5280,2880,6146,6102,640,,,,
6125,-1,-1,11,6,5,2,21,200000,decDmg#120,hpP#0.06,,,,,,,,,,,,,6103,,,,,,,,,5280,2880,6147,6103,640,,,,
6126,-1,-1,11,6,5,2,22,200000,zs#0.26,atk#800,,,,1,,brk#200,,,,,,,6104,,,,,,,,,5280,2880,6148,6104,640,,,,
6127,-1,-1,11,6,5,2,22,200000,ck#0.26,atk#800,,,,1,,hpP#0.12,,,,,,,6105,,,,,,,,,5280,2880,6149,6105,640,,,,
6128,-1,-1,11,6,5,2,22,200000,yx#0.26,atk#800,,,,1,,atkP#0.08,,,,,,,6106,,,,,,,,,5280,2880,6150,6106,640,,,,
6129,-1,-1,11,6,5,2,22,200000,fs#0.26,atk#800,,,,2,,hpP#0.12,,,,,,,6107,,,,,,,,,5280,2880,6151,6107,640,,,,
6130,-1,-1,11,6,5,2,22,200000,ms#0.26,atk#800,,,,2,,atkP#0.08,,,,,,,6108,,,,,,,,,5280,2880,6152,6108,640,,,,
6131,-1,-1,11,6,5,2,22,200000,ms#0.26,atk#800,,,,2,,sklP#250,,,,,,,6109,,,,,,,,,5280,2880,6153,6109,640,,,,
6132,-1,-1,11,6,5,2,22,200000,zs#0.26,atk#800,,,,3,,hpP#0.12,,,,,,,6110,,,,,,,,,5280,2880,6154,6110,640,,,,
6133,-1,-1,11,6,5,2,22,200000,ck#0.26,atk#800,,,,3,,atkP#0.08,,,,,,,6111,,,,,,,,,5280,2880,6155,6111,640,,,,
6134,-1,-1,11,6,5,2,22,200000,yx#0.26,atk#800,,,,3,,crit#180,,,,,,,6112,,,,,,,,,5280,2880,6156,6112,640,,,,
6135,-1,-1,11,6,5,2,22,200000,fs#0.26,atk#800,,,,4,,critTime#500,,,,,,,6113,,,,,,,,,5280,2880,6157,6113,640,,,,
6136,-1,-1,11,6,5,2,22,200000,decDmg#120,hpP#0.06,,,,4,,hpP#0.12,,,,,,,6114,,,,,,,,,5280,2880,6158,6114,640,,,,
6137,-1,-1,11,6,5,2,22,200000,spd#25,hpP#0.06,,,,4,,crit#180,,,,,,,6115,,,,,,,,,5280,2880,6159,6115,640,,,,
6138,-1,-1,11,6,5,2,22,200000,atkP#0.08,hit#80,,,,5,,sklP#250,,,,,,,6116,,,,,,,,,5280,2880,6160,6116,640,,,,
6139,-1,-1,11,6,5,2,22,200000,decDmg#120,hpP#0.06,,,,6,,trueAtk#120,,,,,,,6117,,,,,,,,,5280,2880,6161,6117,640,,,,
6140,-1,-1,11,6,5,3,23,240000,zs#0.3,atk#920,,,,,,,,,,,,,6096,,,,,,,,,8160,2880,6162,6096,740,,,,
6141,-1,-1,11,6,5,3,23,240000,ck#0.3,atk#920,,,,,,,,,,,,,6097,,,,,,,,,8160,2880,6163,6097,740,,,,
6142,-1,-1,11,6,5,3,23,240000,yx#0.3,atk#920,,,,,,,,,,,,,6098,,,,,,,,,8160,2880,6164,6098,740,,,,
6143,-1,-1,11,6,5,3,23,240000,fs#0.3,atk#920,,,,,,,,,,,,,6099,,,,,,,,,8160,2880,6165,6099,740,,,,
6144,-1,-1,11,6,5,3,23,240000,ms#0.3,atk#920,,,,,,,,,,,,,6100,,,,,,,,,8160,2880,6166,6100,740,,,,
6145,-1,-1,11,6,5,3,23,240000,spd#29,hpP#0.07,,,,,,,,,,,,,6101,,,,,,,,,8160,2880,6167,6101,740,,,,
6146,-1,-1,11,6,5,3,23,240000,atkP#0.09,hit#100,,,,,,,,,,,,,6102,,,,,,,,,8160,2880,6168,6102,740,,,,
6147,-1,-1,11,6,5,3,23,240000,decDmg#140,hpP#0.07,,,,,,,,,,,,,6103,,,,,,,,,8160,2880,6169,6103,740,,,,
6148,-1,-1,11,6,5,3,24,240000,zs#0.3,atk#920,,,,1,,brk#200,,,,,,,6104,,,,,,,,,8160,2880,6170,6104,740,,,,
6149,-1,-1,11,6,5,3,24,240000,ck#0.3,atk#920,,,,1,,hpP#0.12,,,,,,,6105,,,,,,,,,8160,2880,6171,6105,740,,,,
6150,-1,-1,11,6,5,3,24,240000,yx#0.3,atk#920,,,,1,,atkP#0.08,,,,,,,6106,,,,,,,,,8160,2880,6172,6106,740,,,,
6151,-1,-1,11,6,5,3,24,240000,fs#0.3,atk#920,,,,2,,hpP#0.12,,,,,,,6107,,,,,,,,,8160,2880,6173,6107,740,,,,
