id,name,fort_id,fort_finish,next,fort_final,lv,power,battle_id,monsterShow,monsterskin,battle_effect,battle_time,reward,gold,exp_partner,exp_player,dropbox_ids,dropbox_show,dropbox_id_activity,dropbox_show_activity,dropbox_id_activity2,dropbox_show_activity2,dropbox_id_activity3,dropbox_show_activity3,dropbox_id_activity4,dropbox_show_activity4,set_map,stage_img,tips_type,function_id
258,6,26,16,259,0,139,85280,100258,651002|651002|652008|652008|652009|652009,,,10,3#51000|1#27000|9#60000,1#58,9#114,3#82,100258|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_57,,
259,7,26,16,260,0,139,86280,100259,652005|652005|652005|651007|651007|651007,,,10,3#51000|1#27000|9#60000|4061#1,1#58,9#114,3#82,100259|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_56,,
260,8,26,16,261,0,140,87280,100260,653003|653006|653006,,,10,3#51000|1#27000|9#60000|940002#15,1#58,9#114,3#82,100260|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
261,9,26,16,262,0,140,88280,100261,652010|652010|652010|652006|652006|652006,,,10,3#51600|1#27600|9#61200,1#59,9#115,3#82,100261|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
262,10,26,16,263,26,141,89280,100262,652005|652005|652005|546001|546001|546001,,,10,3#51600|1#27600|9#61200|1061#1,1#59,9#115,3#82,100262|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
263,1,27,16,264,0,141,0,100263,651002|651002|652008|652008|652009|652009,,,10,3#51600|1#27600|9#61200,1#59,9#115,3#82,100263|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_24,,
264,2,27,16,265,0,142,91280,100264,652005|652005|652005|651007|651007|651007,,,10,3#51600|1#27600|9#61200|2061#1,1#59,9#115,3#82,100264|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
265,3,27,16,266,0,142,92280,100265,653003|653006|653006,,,10,3#51600|1#27600|9#61200|940002#15,1#59,9#115,3#82,100265|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
266,4,27,16,267,0,143,93280,100266,652009|652009|652009|652009|652009|652009,,,10,3#52200|1#27600|9#62400,1#59,9#115,3#83,100266|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_27,,
267,5,27,16,268,0,143,94280,100267,651001|651001|651001|651001|651001|651001,,,10,3#52200|1#27600|9#62400|3061#1,1#59,9#115,3#83,100267|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
268,6,27,16,269,0,144,95280,100268,652001|652001|652001|652001|652001|652001,,,10,3#52200|1#27600|9#62400,1#59,9#115,3#83,100268|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_24,,
269,7,27,16,270,0,144,96280,100269,652003|652003|652003|652003|652003|652003,,,10,3#52200|1#27600|9#62400|4061#1,1#59,9#115,3#83,100269|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
270,8,27,16,271,0,145,97280,100270,653006|653005|651008|652003|652009|651001,,,10,3#52200|1#27600|9#62400|940002#15,1#59,9#115,3#83,100270|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
271,9,27,16,272,0,145,98280,100271,652010|652010|652010|652010|652010|652010,,,10,3#52800|1#28200|9#63600,1#60,9#116,3#83,100271|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_27,,
272,10,27,16,273,27,146,99280,100272,651002|651002|651002|651002|651002|651002,,,10,3#52800|1#28200|9#63600|1061#1,1#60,9#116,3#83,100272|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
273,1,28,16,274,0,146,0,100273,651007|651007|651007|651007|651007|651007,,,10,3#52800|1#28200|9#63600,1#60,9#116,3#83,100273|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_2,,
274,2,28,16,275,0,147,101280,100274,652005|652005|652005|652005|652005|652005,,,10,3#52800|1#28200|9#63600|2061#1,1#60,9#116,3#83,100274|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
275,3,28,16,276,0,147,102280,100275,652005|651007|651002|652010|653006|653005,,,10,3#52800|1#28200|9#63600|940002#15,1#60,9#116,3#83,100275|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
276,4,28,16,277,0,148,103280,100276,651007|651007|653002|653002|545002|545002,,,10,3#53400|1#28200|9#64800,1#60,9#116,3#84,100276|100999,1061|1052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,
277,5,28,16,278,0,148,104280,100277,652005|652005|653001|651003|651010|652001,,,10,3#53400|1#28200|9#64800|3061#1,1#60,9#116,3#84,100277|100999,2061|2052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_50,,
278,6,28,16,279,0,149,105280,100278,653003|653003|653006|653006|653006|653006,,,10,3#53400|1#28200|9#64800,1#60,9#116,3#84,100278|100999,3061|3052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_52,,
279,7,28,16,280,0,149,106280,100279,652010|652010|651004|651004|651009|651009,,,10,3#53400|1#28200|9#64800|4061#1,1#60,9#116,3#84,100279|100999,4061|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
280,8,28,16,281,0,150,107280,100280,652002|652002|652004,,,10,3#53400|1#28200|9#64800|940002#15,1#60,9#116,3#84,100280|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
281,9,28,16,282,0,150,108280,100281,652010|652010|652009|652009|653001|653001,,,10,3#54000|1#28800|9#66000,1#61,9#117,3#84,100281|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,
282,10,28,16,283,28,151,109280,100282,651002|651002|651001|651001|651004|651004,,,10,3#54000|1#28800|9#66000|1061#1,1#61,9#117,3#84,100282|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_35,,
283,1,29,16,284,0,151,0,100283,651007|651007|651008|651008|651009|651009,,,10,3#54000|1#28800|9#66000,1#61,9#117,3#84,100283|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_35,,
284,2,29,16,285,0,152,111280,100284,652005|652005|652003|652003|652004|652004,,,10,3#54000|1#28800|9#66000|2061#1,1#61,9#117,3#84,100284|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_32,,
285,3,29,16,286,0,152,112280,100285,652010|652006|652006|652006|652006,,,10,3#54000|1#28800|9#66000|940002#15,1#61,9#117,3#84,100285|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_33,,
286,4,29,16,287,0,153,113280,100286,653005|653005|545002|545002|545002|545002,,,10,3#54600|1#28800|9#67200,1#61,9#117,3#85,100286|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_20_1,stage_img_34,,
287,5,29,16,288,0,153,114280,100287,653006|653006|546001|546001|546001|546001,,,10,3#54600|1#28800|9#67200|3061#1,1#61,9#117,3#85,100287|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_42,,
288,6,29,16,289,0,154,115280,100288,653005|653005|546001|546001|546001|546001,,,10,3#54600|1#28800|9#67200,1#61,9#117,3#85,100288|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_43,,
289,7,29,16,290,0,154,116280,100289,653006|653006|545002|545002|545002|545002,,,10,3#54600|1#28800|9#67200|4061#1,1#61,9#117,3#85,100289|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_44,,
290,8,29,16,291,0,155,117280,100290,653006|653005|653005,,,10,3#54600|1#28800|9#67200|940002#15,1#61,9#117,3#85,100290|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_45,,
291,9,29,16,292,0,155,118280,100291,652010|652010|652010|652006|652006|652006,,,10,3#55200|1#29400|9#68400,1#62,9#118,3#85,100291|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_22_1,stage_img_46,,
292,10,29,16,293,29,156,119280,100292,652005|652005|652005|546001|546001|546001,,,10,3#55200|1#29400|9#68400|1061#1,1#62,9#118,3#85,100292|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_34_1,stage_img_42,,
293,1,30,16,294,0,156,0,100293,651002|651002|652008|652008|652009|652009,,,10,3#55200|1#29400|9#68400,1#62,9#118,3#85,100293|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_34_1,stage_img_55,,
294,2,30,16,295,0,157,121280,100294,652005|652005|652005|651007|651007|651007,,,10,3#55200|1#29400|9#68400|2061#1,1#62,9#118,3#85,100294|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_54,,
295,3,30,16,296,0,157,122280,100295,653003|653006|653006,,,10,3#55200|1#29400|9#68400|940002#15,1#62,9#118,3#85,100295|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_7,,
296,4,30,16,297,0,158,123280,100296,652010|652010|652010|652006|652006|652006,,,10,3#55800|1#29400|9#69600,1#62,9#118,3#86,100296|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_31,,
297,5,30,16,298,0,158,124280,100297,652005|652005|652005|546001|546001|546001,,,10,3#55800|1#29400|9#69600|3061#1,1#62,9#118,3#86,100297|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_29,,
298,6,30,16,299,0,159,125280,100298,651002|651002|652008|652008|652009|652009,,,10,3#55800|1#29400|9#69600,1#62,9#118,3#86,100298|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_30,,
299,7,30,16,300,0,159,126280,100299,652005|652005|652005|651007|651007|651007,,,10,3#55800|1#29400|9#69600|4061#1,1#62,9#118,3#86,100299|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_9,,
300,8,30,16,301,0,160,127280,100300,653003|653006|653006,,,10,3#55800|1#29400|9#69600|940002#15,1#62,9#118,3#86,100300|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_21_1,stage_img_7,,
301,9,30,16,302,0,160,128280,100301,652009|652009|652009|652009|652009|652009,,,10,3#56400|1#30000|9#70800,1#63,9#119,3#86,100301|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_21_1,stage_img_54,,
302,10,30,16,303,30,161,129280,100302,651001|651001|651001|651001|651001|651001,,,10,3#56400|1#30000|9#70800|1061#1,1#63,9#119,3#86,100302|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_32_1,stage_img_55,,
303,1,31,16,304,0,161,0,100303,652001|652001|652001|652001|652001|652001,,,10,3#56400|1#30000|9#70800,1#63,9#119,3#86,100303|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_23,,
304,2,31,16,305,0,162,131280,100304,652003|652003|652003|652003|652003|652003,,,10,3#56400|1#30000|9#70800|2061#1,1#63,9#119,3#86,100304|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
305,3,31,16,306,0,162,132280,100305,653006|653005|651008|652003|652009|651001,,,10,3#56400|1#30000|9#70800|940002#15,1#63,9#119,3#86,100305|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
306,4,31,16,307,0,163,133280,100306,652010|652010|652010|652010|652010|652010,,,10,3#57000|1#30000|9#72000,1#63,9#119,3#87,100306|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_12,,
307,5,31,16,308,0,163,134280,100307,651002|651002|651002|651002|651002|651002,,,10,3#57000|1#30000|9#72000|3061#1,1#63,9#119,3#87,100307|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_13,,
308,6,31,16,309,0,164,135280,100308,651007|651007|651007|651007|651007|651007,,,10,3#57000|1#30000|9#72000,1#63,9#119,3#87,100308|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_14,,
309,7,31,16,310,0,164,136280,100309,652005|652005|652005|652005|652005|652005,,,10,3#57000|1#30000|9#72000|4061#1,1#63,9#119,3#87,100309|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_15,,
310,8,31,16,311,0,165,137280,100310,652005|651007|651002|652010|653006|653005,,,10,3#57000|1#30000|9#72000|940002#15,1#63,9#119,3#87,100310|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
311,9,31,16,312,0,165,138280,100311,651007|651007|653002|653002|545002|545002,,,10,3#57600|1#30600|9#73200,1#64,9#120,3#87,100311|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_27_1,stage_img_4,,
312,10,31,16,313,31,166,139280,100312,652005|652005|653001|651003|651010|652001,,,10,3#57600|1#30600|9#73200|1061#1,1#64,9#120,3#87,100312|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_27_1,stage_img_5,,
313,1,32,16,314,0,166,0,100313,653003|653003|653006|653006|653006|653006,,,10,3#57600|1#30600|9#73200,1#64,9#120,3#87,100313|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_3,,
314,2,32,16,315,0,167,141280,100314,652010|652010|651004|651004|651009|651009,,,10,3#57600|1#30600|9#73200|2061#1,1#64,9#120,3#87,100314|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
315,3,32,16,316,0,167,142280,100315,652002|652002|652004,,,10,3#57600|1#30600|9#73200|940002#15,1#64,9#120,3#87,100315|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
316,4,32,16,317,0,168,143280,100316,652010|652010|652009|652009|653001|653001,,,10,3#58200|1#30600|9#74400,1#64,9#120,3#88,100316|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_51,,
317,5,32,16,318,0,168,144280,100317,651002|651002|651001|651001|651004|651004,,,10,3#58200|1#30600|9#74400|3061#1,1#64,9#120,3#88,100317|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_52,,
318,6,32,16,319,0,169,145280,100318,651007|651007|651008|651008|651009|651009,,,10,3#58200|1#30600|9#74400,1#64,9#120,3#88,100318|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_22,,
319,7,32,16,320,0,169,146280,100319,652005|652005|652003|652003|652004|652004,,,10,3#58200|1#30600|9#74400|4061#1,1#64,9#120,3#88,100319|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_50,,
320,8,32,16,321,0,170,147280,100320,652010|652006|652006|652006|652006,,,10,3#58200|1#30600|9#74400|940002#15,1#64,9#120,3#88,100320|100999,940011|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
321,9,32,16,322,0,170,148280,100321,653005|653005|545002|545002|545002|545002,,,10,3#58800|1#31200|9#75600,1#65,9#121,3#88,100321|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
322,10,32,16,323,32,171,149280,100322,653006|653006|546001|546001|546001|546001,,,10,3#58800|1#31200|9#75600|1061#1,1#65,9#121,3#88,100322|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,
323,1,33,16,324,0,171,0,100323,653005|653005|546001|546001|546001|546001,,,10,3#58800|1#31200|9#75600,1#65,9#121,3#88,100323|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
324,2,33,16,325,0,172,151280,100324,653006|653006|545002|545002|545002|545002,,,10,3#58800|1#31200|9#75600|2061#1,1#65,9#121,3#88,100324|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
325,3,33,16,326,0,172,152280,100325,653006|653005|653005,,,10,3#58800|1#31200|9#75600|940002#15,1#65,9#121,3#88,100325|100999,940012|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
326,4,33,16,327,0,173,153280,100326,652010|652010|652010|652006|652006|652006,,,10,3#59400|1#31200|9#76800,1#65,9#121,3#89,100326|100999,1061|1052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
327,5,33,16,328,0,173,154280,100327,652005|652005|652005|546001|546001|546001,,,10,3#59400|1#31200|9#76800|3061#1,1#65,9#121,3#89,100327|100999,2061|2052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_7,,
328,6,33,16,329,0,174,155280,100328,651002|651002|652008|652008|652009|652009,,,10,3#59400|1#31200|9#76800,1#65,9#121,3#89,100328|100999,3061|3052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_6,,
329,7,33,16,330,0,174,156280,100329,652005|652005|652005|651007|651007|651007,,,10,3#59400|1#31200|9#76800|4061#1,1#65,9#121,3#89,100329|100999,4061|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_8,,
330,8,33,16,331,0,175,157280,100330,653003|653006|653006,,,10,3#59400|1#31200|9#76800|940002#15,1#65,9#121,3#89,100330|100999,940013|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|955099|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_9,,
331,9,33,16,332,0,175,158280,100331,652010|652010|652010|652006|652006|652006,,,10,3#60000|1#31800|9#78000,1#66,9#122,3#89,100331|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_10,,
332,10,33,16,333,33,176,159280,100332,652005|652005|652005|546001|546001|546001,,,10,3#60000|1#31800|9#78000|1061#1,1#66,9#122,3#89,100332|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_6,,
333,1,34,16,334,0,176,0,100333,651002|651002|652008|652008|652009|652009,,,10,3#60000|1#31800|9#78000,1#66,9#122,3#89,100333|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
334,2,34,16,335,0,177,161280,100334,652005|652005|652005|651007|651007|651007,,,10,3#60000|1#31800|9#78000|2061#1,1#66,9#122,3#89,100334|100999,4061|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_1,,
335,3,34,16,336,0,177,162280,100335,653003|653006|653006,,,10,3#60000|1#31800|9#78000|940002#20,1#66,9#122,3#89,100335|100999,940014|1061|2061|3061|4061|1052|2052|3052|4052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|2041|3041|4041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_60,,
336,4,34,16,337,0,178,163280,100336,652009|652009|652009|652009|652009|652009,,,10,3#60600|1#31800|9#79200,1#66,9#122,3#90,100336|100999,1061|1052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|1041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_59,,
337,5,34,16,338,0,178,164280,100337,651001|651001|651001|651001|651001|651001,,,10,3#60600|1#31800|9#79200|3061#1,1#66,9#122,3#90,100337|100999,2061|2052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|2041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_58,,
338,6,34,16,339,0,179,165280,100338,652001|652001|652001|652001|652001|652001,,,10,3#60600|1#31800|9#79200,1#66,9#122,3#90,100338|100999,3061|3052|14|6021|6022|6023|6024|6025|956001|24|25|26|27|10|3041|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_1,,
